ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
107,equal-frequency,"[  0.     21.202  47.216  54.3    61.271  65.443  70.887  78.929  81.253
  82.947  84.968  89.122  90.959  92.254  93.906 100.   ]","[0.06954545 0.06636364 0.06727273 0.06863636 0.06318182 0.06409091
 0.06090909 0.08227273 0.03681818 0.075      0.08545455 0.03409091
 0.09954545 0.04545455 0.08136364]",0.2422918928293979,0.15950153062384265,1
108,kbins,"[ 0.         19.97296222 25.68788464 31.40280705 37.11772946 42.83265188
 48.54757429 54.2624967  59.97741912 65.69234153 71.40726394 77.12218636
 82.83710877 88.55203118 94.2669536  99.98187601]","[0.05136364 0.03954545 0.00090909 0.00909091 0.00954545 0.03318182
 0.05954545 0.03863636 0.09318182 0.06818182 0.04590909 0.13
 0.14363636 0.23136364 0.04272727]",0.2519537390239942,0.22723469572192656,1
109,kbins-quantile,"[ 0.         21.20227388 47.21637528 54.29987269 61.27054921 65.44340921
 70.88704299 78.92942542 81.25312752 82.94690875 84.96771717 89.12248451
 90.95874652 92.25423392 93.90632565 99.98187601]","[0.06954545 0.06636364 0.06727273 0.06863636 0.06318182 0.06409091
 0.06090909 0.08227273 0.03681818 0.075      0.08545455 0.03409091
 0.09954545 0.04545455 0.07818182]",0.2567479666714927,0.1595202651233375,1
110,decision-tree,"[  0.          18.05730057  19.86541843  27.68508244  40.58743858
  45.41542816  55.07598877  58.67534065  59.6755619   70.81499481
  75.00139618  79.99577713  84.99325943  90.00118637  95.00764084
 100.        ]","[0.03863636 0.01272727 0.03954545 0.015      0.01545455 0.08863636
 0.02454545 0.00727273 0.15727273 0.02636364 0.04909091 0.17954545
 0.11954545 0.20772727 0.01863636]",0.20662605750413865,0.20613149282038612,1
111,kmeans,"[  0.          17.33569526  22.67992855  35.38380831  44.09185858
  49.22383881  53.92535939  59.53819218  63.59522323  68.40683895
  75.84539279  80.65073938  83.53561293  87.52044194  91.32044261
 100.        ]","[0.02863636 0.04454545 0.02545455 0.01681818 0.03772727 0.03909091
 0.04954545 0.06727273 0.06954545 0.04681818 0.07590909 0.12
 0.08363636 0.125      0.17      ]",0.2370179096390893,0.22032196650295788,1
112,random-forest,"[  0.          17.97140598  19.86631858  31.48961926  44.18736954
  46.70258293  53.67937915  55.98317451  60.0160202   70.4280749
  73.86652985  75.95743052  79.99692357  84.07012024  84.94525909
  89.97445297 100.        ]","[0.02863636 0.02272727 0.04045455 0.02363636 0.01363636 0.06318182
 0.01772727 0.04545455 0.14363636 0.01454545 0.01181818 0.04909091
 0.17954545 0.         0.08545455 0.26045455]",0.318692083369829,0.19246656334888057,1
113,equal-width,"[  0.     6.25  12.5   18.75  25.    31.25  37.5   43.75  50.    56.25
  62.5   68.75  75.    81.25  87.5   93.75 100.  ]","[0.         0.         0.03863636 0.04681818 0.00636364 0.00909091
 0.01136364 0.04090909 0.06590909 0.06727273 0.09227273 0.04090909
 0.12272727 0.16272727 0.21363636 0.08136364]",0.3026247051880807,0.20617664664650492,1
114,equal-width-data,"[  0.     19.616  24.974  35.689  41.047  46.404  51.762  57.12   62.478
  67.835  73.193  78.551  83.909  89.266  94.624 100.   ]","[0.05136364 0.03409091 0.01318182 0.00954545 0.02090909 0.04272727
 0.05636364 0.05818182 0.07636364 0.05090909 0.04636364 0.16136364
 0.11818182 0.21454545 0.04590909]",0.17859930212333597,0.2209918254692056,1
115,equal-frequency,"[  0.     20.642  45.9    52.91   60.262  63.649  68.293  76.528  80.473
  82.043  83.547  86.353  89.949  91.188  92.521  94.083 100.   ]","[0.06136364 0.06       0.06136364 0.07272727 0.05363636 0.06954545
 0.05818182 0.06454545 0.07772727 0.04227273 0.06818182 0.05
 0.09045455 0.04318182 0.08090909 0.04590909]",0.16265202935294154,0.12385435839075798,1
116,kbins,"[ 0.         19.61577957 24.97351933 30.3312591  35.68899886 41.04673862
 46.40447838 51.76221815 57.11995791 62.47769767 67.83543743 73.1931772
 78.55091696 83.90865672 89.26639648 94.62413625 99.98187601]","[0.05136364 0.03409091 0.00590909 0.00727273 0.00954545 0.02090909
 0.04272727 0.05636364 0.05818182 0.07636364 0.05090909 0.04636364
 0.16136364 0.11818182 0.21454545 0.04272727]",0.1738791560592895,0.19995269711207686,1
117,kbins-quantile,"[ 0.         20.64160867 45.8996413  52.91016314 60.2619528  63.64916398
 68.29268828 76.52834926 80.47314567 82.04293467 83.5470094  86.35335874
 89.94877075 91.18849032 92.52058419 94.08305257 99.98187601]","[0.06136364 0.06       0.06136364 0.07272727 0.05363636 0.06954545
 0.05818182 0.06454545 0.07772727 0.04227273 0.06818182 0.05
 0.09045455 0.04318182 0.08090909 0.04272727]",0.1828042723717529,0.12387286156224264,1
118,decision-tree,"[  0.          18.05730057  19.86541843  27.68508244  40.58743858
  45.41542816  55.07598877  58.67534065  59.6755619   70.81499481
  75.00139618  79.99577713  83.89211273  84.99325943  90.00118637
  95.00764084 100.        ]","[0.03863636 0.01272727 0.03954545 0.015      0.01545455 0.08863636
 0.02454545 0.00727273 0.15727273 0.02636364 0.04909091 0.14681818
 0.03272727 0.11954545 0.20772727 0.01863636]",0.17999452159495077,0.16675052149482972,1
119,kmeans,"[  0.          15.82542336  19.45108135  23.6139914   36.33785598
  45.97870551  51.4528722   56.54388061  62.25933502  67.84429619
  75.71191229  80.73624576  83.67903105  87.58076309  91.01612892
  93.81091063 100.        ]","[0.01272727 0.03863636 0.02863636 0.01954545 0.02181818 0.05045455
 0.04727273 0.06727273 0.07636364 0.06272727 0.07590909 0.12
 0.08363636 0.125      0.08863636 0.08136364]",0.18266267042880424,0.1632331596452128,1
120,random-forest,"[  0.          17.95038319  19.59718609  27.97410393  43.3428247
  45.45914268  50.00578785  54.33688164  58.16722393  60.01599884
  70.18781376  73.78054142  76.05798006  80.00188255  84.04925728
  84.99772644  90.00579357 100.        ]","[0.02863636 0.02272727 0.03954545 0.02136364 0.00909091 0.03863636
 0.04318182 0.03136364 0.02090909 0.14363636 0.01454545 0.02318182
 0.06454545 0.15272727 0.         0.11954545 0.22636364]",0.2792302672183311,0.17404411799566943,1
121,equal-width,"[  0.           5.88235294  11.76470588  17.64705882  23.52941176
  29.41176471  35.29411765  41.17647059  47.05882353  52.94117647
  58.82352941  64.70588235  70.58823529  76.47058824  82.35294118
  88.23529412  94.11764706 100.        ]","[0.         0.         0.02863636 0.05136364 0.01090909 0.00772727
 0.00954545 0.02772727 0.04681818 0.05181818 0.09045455 0.07409091
 0.03772727 0.14227273 0.14363636 0.23136364 0.04590909]",0.2121354489733115,0.18247435525920086,1
122,equal-width-data,"[  0.     19.301  24.343  29.386  34.428  39.471  44.514  49.556  54.599
  59.641  64.684  69.726  74.769  79.812  84.854  89.897  94.939 100.   ]","[0.05136364 0.03409091 0.00545455 0.00409091 0.00954545 0.01090909
 0.03772727 0.05       0.03863636 0.08318182 0.06818182 0.02636364
 0.055      0.17954545 0.08545455 0.21454545 0.04590909]",0.08956253998202801,0.1740936672066824,1
123,equal-frequency,"[  0.     20.205  45.019  52.138  58.52   62.891  66.76   73.163  79.287
  81.166  82.731  84.203  87.532  90.269  91.402  92.762  94.222 100.   ]","[0.06136364 0.06       0.06136364 0.05181818 0.05181818 0.06181818
 0.06545455 0.06090909 0.06772727 0.03681818 0.075      0.05090909
 0.06863636 0.05636364 0.04318182 0.08090909 0.04590909]",0.1296464989161591,0.09084875810203097,1
124,kbins,"[ 0.         19.30061841 24.34319701 29.38577561 34.42835421 39.47093281
 44.51351141 49.55609001 54.59866861 59.64124721 64.68382581 69.72640441
 74.76898301 79.81156161 84.85414021 89.89671881 94.93929741 99.98187601]","[0.05136364 0.03409091 0.00545455 0.00409091 0.00954545 0.01090909
 0.03772727 0.05       0.03863636 0.08318182 0.06818182 0.02636364
 0.055      0.17954545 0.08545455 0.21454545 0.04272727]",0.10971478300083937,0.17411398492928498,1
125,kbins-quantile,"[ 0.         20.20543042 45.01905094 52.13801759 58.52022301 62.89087511
 66.76025814 73.16305331 79.28681691 81.16560982 82.73113363 84.20321671
 87.53235912 90.2688576  91.40246033 92.76156447 94.22247667 99.98187601]","[0.06136364 0.06       0.06136364 0.05181818 0.05181818 0.06181818
 0.06545455 0.06090909 0.06772727 0.03681818 0.075      0.05090909
 0.06863636 0.05636364 0.04318182 0.08090909 0.04272727]",0.14979874193497034,0.09086627224822563,1
126,decision-tree,"[  0.          18.05730057  19.86541843  27.68508244  40.58743858
  45.41542816  50.37322426  55.07598877  58.67534065  59.6755619
  70.81499481  75.00139618  79.99577713  83.89211273  84.99325943
  90.00118637  95.00764084 100.        ]","[0.03863636 0.01272727 0.03954545 0.015      0.01545455 0.03863636
 0.05       0.02454545 0.00727273 0.15727273 0.02636364 0.04909091
 0.14681818 0.03272727 0.11954545 0.20772727 0.01863636]",0.1425509589286693,0.1530009494303397,1
127,kmeans,"[  0.          17.31474515  22.64294772  35.38380831  44.00088997
  48.83456438  53.28696763  58.56946533  62.84029457  67.59863526
  73.14453046  77.4744404   81.08988743  83.79528224  87.64963169
  91.06694861  93.87418048 100.        ]","[0.02863636 0.04454545 0.02545455 0.01681818 0.02818182 0.04863636
 0.04227273 0.05181818 0.07636364 0.05090909 0.03545455 0.09318182
 0.07909091 0.08363636 0.125      0.08863636 0.08136364]",0.12462396134130072,0.14159368469958422,1
128,random-forest,"[  0.          17.95038319  19.44816309  28.31631318  42.03681452
  45.39753488  50.26661334  53.58265406  55.39476406  59.65392674
  63.70605805  72.99201606  74.96173028  78.26859239  83.32567394
  83.90521958  85.01398333  90.00334123 100.        ]","[0.02863636 0.02272727 0.03954545 0.01954545 0.01090909 0.03863636
 0.03227273 0.01772727 0.03181818 0.06727273 0.09909091 0.01136364
 0.04045455 0.16136364 0.         0.05272727 0.09954545 0.22636364]",0.24298481975555508,0.1459601475829574,1
129,equal-width,"[  0.           5.55555556  11.11111111  16.66666667  22.22222222
  27.77777778  33.33333333  38.88888889  44.44444444  50.
  55.55555556  61.11111111  66.66666667  72.22222222  77.77777778
  83.33333333  88.88888889  94.44444444 100.        ]","[0.         0.         0.02090909 0.05227273 0.01772727 0.00318182
 0.00863636 0.01272727 0.03772727 0.05681818 0.06181818 0.07636364
 0.06       0.04090909 0.17227273 0.10136364 0.23136364 0.04590909]",0.19263617403068978,0.15995874730985205,1
130,equal-width-data,"[  0.     19.02   23.783  28.545  33.308  38.07   42.833  47.595  52.358
  57.12   61.882  66.645  71.407  76.17   80.932  85.695  90.457  95.219
 100.   ]","[0.05136364 0.02863636 0.01090909 0.00318182 0.00863636 0.00772727
 0.02545455 0.04681818 0.04545455 0.04363636 0.07636364 0.055
 0.03363636 0.06454545 0.17272727 0.09954545 0.20772727 0.01863636]",0.056137952344766484,0.14947931016419547,1
131,equal-frequency,"[  0.     19.839  43.132  51.098  56.954  61.888  65.443  69.131  77.062
  80.473  81.809  83.312  84.968  88.486  90.602  91.542  92.88   94.296
 100.   ]","[0.05136364 0.06090909 0.05954545 0.04727273 0.05272727 0.06318182
 0.05818182 0.05590909 0.05227273 0.04090909 0.07909091 0.03272727
 0.06863636 0.05090909 0.05636364 0.04318182 0.08090909 0.04590909]",0.10137849891812678,0.060175112290418276,1
132,kbins,"[ 0.         19.02047515 23.7829105  28.54534584 33.30778119 38.07021653
 42.83265188 47.59508722 52.35752257 57.11995791 61.88239325 66.6448286
 71.40726394 76.16969929 80.93213463 85.69456998 90.45700532 95.21944067
 99.98187601]","[0.05136364 0.02863636 0.01090909 0.00318182 0.00863636 0.00772727
 0.02545455 0.04681818 0.04545455 0.04363636 0.07636364 0.055
 0.03363636 0.06454545 0.17272727 0.09954545 0.20772727 0.01545455]",0.08273345502361418,0.14949905390336538,1
133,kbins-quantile,"[ 0.         19.83934254 43.13222818 51.09769102 56.95370972 61.88779451
 65.44340921 69.13117838 77.06156328 80.47314567 81.80940818 83.31161794
 84.96771717 88.48571111 90.60174166 91.54226186 92.88047024 94.29647664
 99.98187601]","[0.05136364 0.06090909 0.05954545 0.04727273 0.05272727 0.06318182
 0.05818182 0.05590909 0.05227273 0.04090909 0.07909091 0.03272727
 0.06863636 0.05090909 0.05636364 0.04318182 0.08090909 0.04272727]",0.12153074193693802,0.06019194109847548,1
134,decision-tree,"[  0.          18.05730057  19.86541843  27.68508244  40.58743858
  45.41542816  50.37322426  55.07598877  58.67534065  59.6755619
  70.81499481  75.00139618  78.19172287  79.99577713  83.89211273
  84.99325943  90.00118637  95.00764084 100.        ]","[0.03863636 0.01272727 0.03954545 0.015      0.01545455 0.03863636
 0.05       0.02454545 0.00727273 0.15727273 0.02636364 0.03454545
 0.01454545 0.14681818 0.03272727 0.11954545 0.20772727 0.01863636]",0.11843226248957073,0.12075446009022084,1
135,kmeans,"[  0.          15.82542336  19.45108135  23.6139914   35.38380831
  43.86735033  48.31340895  52.18396336  56.21361749  60.61731181
  63.8947132   68.32131556  75.38882421  80.37646746  83.360581
  87.24593606  90.93747118  93.78878625 100.        ]","[0.01272727 0.03863636 0.02863636 0.01863636 0.01363636 0.03136364
 0.03909091 0.03636364 0.03636364 0.05363636 0.06954545 0.04681818
 0.07590909 0.12       0.08363636 0.06863636 0.145      0.08136364]",0.09217083499616718,0.12906976753373667,1
136,random-forest,"[  0.          17.95038319  19.27823544  27.97783566  43.4892149
  45.47249985  50.5128479   54.55886841  57.84006405  59.95458603
  63.83937168  70.81869888  74.76094246  76.47790909  79.99105644
  83.78128433  84.40386581  85.10776138  90.00470924 100.        ]","[0.02863636 0.02272727 0.03954545 0.02136364 0.00909091 0.03863636
 0.04318182 0.025      0.01363636 0.06727273 0.09       0.02045455
 0.01727273 0.03772727 0.14681818 0.03272727 0.02       0.09954545
 0.22636364]",0.16762877826669909,0.11289520147965393,1
137,equal-width,"[  0.           5.26315789  10.52631579  15.78947368  21.05263158
  26.31578947  31.57894737  36.84210526  42.10526316  47.36842105
  52.63157895  57.89473684  63.15789474  68.42105263  73.68421053
  78.94736842  84.21052632  89.47368421  94.73684211 100.        ]","[0.         0.         0.01272727 0.05681818 0.02136364 0.00090909
 0.00772727 0.01090909 0.02545455 0.04681818 0.04545455 0.08090909
 0.06954545 0.035      0.04636364 0.19409091 0.08545455 0.21454545
 0.04590909]",0.1523035324631974,0.13845690375793318,1
138,equal-width-data,"[  0.     18.77   23.282  27.793  32.305  36.817  41.329  45.841  50.352
  54.864  59.376  63.888  68.399  72.911  77.423  81.935  86.447  90.958
  95.47  100.   ]","[0.03863636 0.04136364 0.01090909 0.00272727 0.00590909 0.00863636
 0.01318182 0.03863636 0.04318182 0.03863636 0.06727273 0.06954545
 0.02954545 0.04090909 0.09318182 0.14727273 0.08409091 0.20772727
 0.01863636]",0.03508309037548718,0.12591765064941007,1
139,equal-frequency,"[  0.     19.626  40.076  50.2    55.531  61.147  63.906  67.899  74.814
  79.475  81.121  82.485  83.713  86.182  89.318  90.79   91.702  92.97
  94.336 100.   ]","[0.05136364 0.05454545 0.05409091 0.05       0.06181818 0.03727273
 0.05363636 0.05681818 0.055      0.06772727 0.03681818 0.04227273
 0.06818182 0.05       0.03409091 0.05636364 0.04318182 0.08090909
 0.04590909]",0.07612294072498493,0.028906844799912124,1
140,kbins,"[ 0.         18.76982066 23.28160152 27.79338237 32.30516322 36.81694407
 41.32872493 45.84050578 50.35228663 54.86406748 59.37584834 63.88762919
 68.39941004 72.91119089 77.42297175 81.9347526  86.44653345 90.9583143
 95.47009516 99.98187601]","[0.03863636 0.04136364 0.01090909 0.00272727 0.00590909 0.00863636
 0.01318182 0.03863636 0.04318182 0.03863636 0.06727273 0.06954545
 0.02954545 0.04090909 0.09318182 0.14727273 0.08409091 0.20772727
 0.01545455]",0.061678593054334874,0.1259369471081495,1
141,kbins-quantile,"[ 0.         19.62633521 40.07603758 50.19983315 55.53051553 61.14676762
 63.90634771 67.89935596 74.81377807 79.47452214 81.12114308 82.48539189
 83.71254479 86.18192528 89.3184926  90.79008426 91.70212862 92.97002772
 94.3358492  99.98187601]","[0.05136364 0.05454545 0.05409091 0.05       0.06181818 0.03727273
 0.05363636 0.05681818 0.055      0.06772727 0.03681818 0.04227273
 0.06818182 0.05       0.03409091 0.05636364 0.04318182 0.08090909
 0.04272727]",0.09627518374379629,0.02892321943683307,1
142,decision-tree,"[  0.          18.05730057  19.86541843  27.68508244  40.58743858
  45.41542816  50.37322426  55.07598877  58.67534065  59.6755619
  62.89694023  70.81499481  75.00139618  78.19172287  79.99577713
  83.89211273  84.99325943  90.00118637  95.00764084 100.        ]","[0.03863636 0.01272727 0.03954545 0.015      0.01545455 0.03863636
 0.05       0.02454545 0.00727273 0.04454545 0.11272727 0.02636364
 0.03454545 0.01454545 0.14681818 0.03272727 0.11954545 0.20772727
 0.01863636]",0.05887921608406088,0.10050517556383332,1
143,kmeans,"[  0.          15.8524886   19.47215446  23.6139914   34.5340556
  41.25508601  46.89546112  51.55954848  55.89392817  60.40439232
  63.25996017  66.36440693  69.39381897  75.54880286  80.15870316
  83.03156816  86.67060869  90.81258949  93.77751589 100.        ]","[0.01272727 0.03863636 0.02863636 0.015      0.01318182 0.02090909
 0.04272727 0.03818182 0.04545455 0.05363636 0.03909091 0.045
 0.03227273 0.07590909 0.12       0.06818182 0.08409091 0.145
 0.08136364]",0.049724216914974195,0.10635432486870777,1
144,random-forest,"[  0.          17.86551762  19.52040065  27.97804436  43.69384746
  46.68614799  50.52830535  54.89158761  58.67651066  60.10935121
  63.8753377   70.41771738  73.72386712  75.83743447  79.0347011
  80.15434627  83.78845315  84.59764902  88.38555567  90.01633995
 100.        ]","[0.02863636 0.02272727 0.03954545 0.02136364 0.01681818 0.03090909
 0.04318182 0.03136364 0.02090909 0.05363636 0.09       0.01454545
 0.01181818 0.04909091 0.02681818 0.12       0.03272727 0.06863636
 0.05090909 0.22636364]",0.12362435210592548,0.07981156714049165,1
145,equal-width,"[  0.   5.  10.  15.  20.  25.  30.  35.  40.  45.  50.  55.  60.  65.
  70.  75.  80.  85.  90.  95. 100.]","[0.         0.         0.00363636 0.04772727 0.03409091 0.00545455
 0.00409091 0.00954545 0.01090909 0.03772727 0.05       0.03863636
 0.08318182 0.06818182 0.02636364 0.055      0.17954545 0.08545455
 0.21454545 0.04590909]",0.08819873397939237,0.11783228913944743,1
146,equal-width-data,"[  0.     18.544  22.83   27.117  31.403  35.689  39.975  44.261  48.548
  52.834  57.12   61.406  65.692  69.979  74.265  78.551  82.837  87.123
  91.409  95.696 100.   ]","[0.03863636 0.03454545 0.01772727 0.00090909 0.00681818 0.00590909
 0.01090909 0.02818182 0.03909091 0.04545455 0.04363636 0.06318182
 0.05818182 0.02636364 0.04045455 0.11909091 0.12590909 0.125
 0.15136364 0.01863636]",0.0,0.10327382899955562,1
147,equal-frequency,"[  0.     19.375  36.663  49.291  54.3    60.262  63.186  66.63   70.887
  77.582  80.473  81.679  82.947  84.366  87.139  89.949  90.959  91.909
  93.066  94.369 100.   ]","[0.05136364 0.04818182 0.05363636 0.05       0.05227273 0.05363636
 0.03909091 0.05090909 0.05       0.05227273 0.04090909 0.03681818
 0.075      0.05090909 0.03454545 0.03409091 0.05636364 0.08863636
 0.03545455 0.04590909]",0.027932828291893252,0.0,1
148,kbins,"[ 0.         18.54423162 22.83042343 27.11661524 31.40280705 35.68899886
 39.97519067 44.26138248 48.54757429 52.8337661  57.11995791 61.40614972
 65.69234153 69.97853334 74.26472515 78.55091696 82.83710877 87.12330058
 91.40949239 95.6956842  99.98187601]","[0.03863636 0.03454545 0.01772727 0.00090909 0.00681818 0.00590909
 0.01090909 0.02818182 0.03909091 0.04545455 0.04363636 0.06318182
 0.05818182 0.02636364 0.04045455 0.11909091 0.12590909 0.125
 0.15136364 0.01545455]",0.026595502678847693,0.10329198649012927,1
149,kbins-quantile,"[ 0.         19.37491746 36.66340424 49.29054518 54.29987269 60.2619528
 63.18571068 66.6297669  70.88704299 77.58228501 80.47314567 81.67878792
 82.94690875 84.36623424 87.1388764  89.94877075 90.95874652 91.90866127
 93.06558818 94.36884368 99.98187601]","[0.05136364 0.04818182 0.05363636 0.05       0.05227273 0.05363636
 0.03909091 0.05090909 0.05       0.05227273 0.04090909 0.03681818
 0.075      0.05090909 0.03454545 0.03409091 0.05636364 0.08863636
 0.03545455 0.04272727]",0.04808507131070461,1.7683772247423235e-05,1
150,decision-tree,"[  0.          18.05730057  19.86541843  27.68508244  40.58743858
  45.41542816  50.37322426  55.07598877  58.67534065  59.6755619
  62.89694023  70.00328445  70.81499481  75.00139618  78.19172287
  79.99577713  83.89211273  84.99325943  90.00118637  95.00764084
 100.        ]","[0.03863636 0.01272727 0.03954545 0.015      0.01545455 0.03863636
 0.05       0.02454545 0.00727273 0.04454545 0.11272727 0.
 0.02636364 0.03454545 0.01454545 0.14681818 0.03272727 0.11954545
 0.20772727 0.01863636]",0.05887921608406088,0.07603684828055401,1
151,kmeans,"[  0.          15.8524886   19.47215446  23.6139914   34.5340556
  41.25508601  46.86569407  51.51492016  55.86704206  60.47668311
  63.60804653  67.75210413  72.72559615  77.03927247  80.7718116
  83.2850954   86.22684186  89.35457661  91.44867691  93.94034991
 100.        ]","[0.01272727 0.03863636 0.02863636 0.015      0.01318182 0.02090909
 0.04272727 0.03818182 0.04545455 0.05363636 0.05363636 0.04545455
 0.04090909 0.05227273 0.12       0.06818182 0.05       0.09045455
 0.08863636 0.08136364]",0.016222111445526433,0.06102338351037784,1
152,random-forest,"[  0.          17.97989559  19.4399909   28.16128139  43.72916164
  46.03692131  50.00686264  52.65160294  55.27872219  59.73419075
  61.36756802  69.98466492  72.69104919  75.05982132  78.1652256
  79.99774246  83.39458656  84.07360687  84.87774658  88.30012054
  90.24858475 100.        ]","[0.02863636 0.02272727 0.03954545 0.02136364 0.01681818 0.03090909
 0.02272727 0.02727273 0.03181818 0.03       0.12136364 0.015
 0.01727273 0.03454545 0.01454545 0.14681818 0.03272727 0.
 0.06863636 0.05090909 0.22636364]",0.12729061552314824,0.05251432644506304,1
153,bayesian-blocks,"[ 0.         24.96925806 32.09732424 44.82181872 60.07825743 69.73648516
 75.57986186 80.01885035 83.91930813 89.89349917 95.01893693 99.98187601]","[0.08545455 0.00818182 0.02181818 0.14       0.13772727 0.03227273
 0.07590909 0.12       0.11818182 0.24181818 0.01545455]",0.34248117786370025,0.33357090151955104,1
