ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
107,equal-frequency,"[ 0.    18.377 20.039 21.794 23.016 23.797 24.631 25.287 25.95  26.72
 27.553 28.294 29.132 30.032 33.063 44.   ]","[0.07181818 0.08       0.03863636 0.11681818 0.         0.08363636
 0.09818182 0.         0.09363636 0.07727273 0.085      0.08363636
 0.04954545 0.06318182 0.05863636]",0.17972259786255684,0.25079397120569036,1
108,kbins,"[ 0.         11.14899597 13.47231719 15.79563841 18.11895963 20.44228085
 22.76560207 25.08892329 27.41224451 29.73556573 32.05888695 34.38220817
 36.70552939 39.02885061 41.35217183 43.67549305]","[0.00818182 0.00818182 0.00454545 0.05090909 0.08       0.08363636
 0.25363636 0.17090909 0.16863636 0.09545455 0.02954545 0.02090909
 0.01136364 0.00681818 0.00681818]",0.30209517484339854,0.14350676590269873,1
109,kbins-quantile,"[ 0.         18.37653241 20.03890859 21.79371984 23.01559442 23.79746068
 24.6307124  25.28725405 25.95037208 26.71950492 27.5529736  28.29410643
 29.13153457 30.03153206 33.06295201 43.67549305]","[0.07181818 0.08       0.03863636 0.11681818 0.         0.08363636
 0.09818182 0.         0.09363636 0.07727273 0.085      0.08363636
 0.04954545 0.06318182 0.05818182]",0.177631037522341,0.2519072860885325,1
110,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 21.99991703
 22.98562908 24.01661491 25.0081377  26.99459553 27.81690884 29.97842407
 31.21778679 35.99712753 37.00673103 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.         0.045
 0.15545455 0.09818182 0.09363636 0.07727273 0.16863636 0.07681818
 0.06227273 0.01136364 0.02090909]",0.20724870670976203,0.21580853435910086,1
111,kmeans,"[ 0.         11.47847468 16.84660319 18.97821432 20.81912941 22.61714214
 23.9207824  25.24519328 26.53466401 27.89233412 29.32172107 31.16067279
 33.22029885 35.4609697  38.89146509 44.        ]","[0.00818182 0.01954545 0.04409091 0.08       0.08363636 0.07181818
 0.18181818 0.09363636 0.07727273 0.16863636 0.07681818 0.03590909
 0.02636364 0.01409091 0.01818182]",0.1441966399114738,0.19382839102701144,1
112,random-forest,"[ 0.          9.93102789 16.80483767 17.97228222 20.86689625 21.96535422
 22.97831217 23.62763329 24.03160801 25.03478597 26.22151661 27.64932919
 29.45123183 30.00236874 31.54574089 35.3599734  44.        ]","[0.00090909 0.02681818 0.01590909 0.10818182 0.03863636 0.045
 0.07181818 0.08363636 0.09818182 0.09363636 0.07727273 0.16863636
 0.04954545 0.02727273 0.06227273 0.03227273]",0.09004208779821754,0.21518643430195084,1
113,equal-width,"[ 0.      2.8125  5.625   8.4375 11.25   14.0625 16.875  19.6875 22.5
 25.3125 28.125  30.9375 33.75   36.5625 39.375  42.1875 45.    ]","[0.         0.         0.         0.00818182 0.00954545 0.01
 0.08454545 0.12318182 0.25363636 0.25590909 0.13318182 0.06318182
 0.03318182 0.01136364 0.00954545 0.00454545]",0.3913802498408462,0.10784426010007864,1
114,equal-width-data,"[ 0.    11.004 13.182 15.36  17.538 19.716 21.894 24.072 26.251 28.429
 30.607 32.785 34.963 37.141 39.319 41.497 44.   ]","[0.00818182 0.00818182 0.00454545 0.02272727 0.06863636 0.07818182
 0.20045455 0.19181818 0.16227273 0.13318182 0.04590909 0.02954545
 0.02545455 0.00681818 0.00681818 0.00727273]",0.257932138091287,0.11124715788208372,1
115,equal-frequency,"[ 0.    18.285 19.803 21.423 22.769 23.565 24.332 24.984 25.599 26.272
 27.06  27.787 28.562 29.278 30.384 33.337 44.   ]","[0.07181818 0.04045455 0.07818182 0.045      0.07181818 0.08363636
 0.         0.09818182 0.09363636 0.07727273 0.         0.085
 0.08363636 0.04954545 0.06318182 0.05863636]",0.14232902158924,0.22186631519495126,1
116,kbins,"[ 0.         11.00378839 13.18190203 15.36001568 17.53812932 19.71624297
 21.89435661 24.07247025 26.2505839  28.42869754 30.60681119 32.78492483
 34.96303847 37.14115212 39.31926576 41.49737941 43.67549305]","[0.00818182 0.00818182 0.00454545 0.02272727 0.06863636 0.07818182
 0.20045455 0.19181818 0.16227273 0.13318182 0.04590909 0.02954545
 0.02545455 0.00681818 0.00681818 0.00681818]",0.261456090714432,0.11218193234860596,1
117,kbins-quantile,"[ 0.         18.28518788 19.80321826 21.42262815 22.76937463 23.56536222
 24.33243916 24.98360231 25.5986932  26.27230575 27.05958907 27.78747279
 28.56165393 29.27843188 30.38390803 33.33694008 43.67549305]","[0.07181818 0.04045455 0.07818182 0.045      0.07181818 0.08363636
 0.         0.09818182 0.09363636 0.07727273 0.         0.085
 0.08363636 0.04954545 0.06318182 0.05818182]",0.14023746124902425,0.22293612333101442,1
118,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 21.99991703
 22.98562908 24.01661491 25.0081377  26.99459553 27.81690884 29.97842407
 31.21778679 35.3553524  35.99712753 37.00673103 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.         0.045
 0.15545455 0.09818182 0.09363636 0.07727273 0.16863636 0.07681818
 0.06227273 0.         0.01136364 0.02090909]",0.20724870670976203,0.1705374296155776,1
119,kmeans,"[ 0.         11.35114217 15.77120534 18.15706435 19.89404051 21.73506045
 23.25459221 24.49142933 25.53498093 26.72723263 28.04208829 29.40372959
 31.18657106 33.22029885 35.43059369 38.81813948 44.        ]","[0.00818182 0.01272727 0.05090909 0.04045455 0.07818182 0.11681818
 0.08363636 0.09818182 0.09363636 0.16227273 0.08363636 0.07681818
 0.03590909 0.02636364 0.01409091 0.01818182]",0.13290194127856292,0.16918114399837114,1
120,random-forest,"[ 0.          9.93102789 16.84669495 17.94739437 20.89354205 21.66326618
 22.44092989 23.00754213 23.87570024 24.86467838 25.33715391 26.2144537
 27.71884656 29.92581081 31.12850189 32.37802029 35.37682247 44.        ]","[0.00090909 0.02681818 0.01590909 0.10818182 0.03863636 0.045
 0.07181818 0.         0.08363636 0.09818182 0.09363636 0.07727273
 0.16863636 0.07681818 0.01863636 0.04363636 0.03227273]",0.07031084883617589,0.1880648095376396,1
121,equal-width,"[ 0.          2.64705882  5.29411765  7.94117647 10.58823529 13.23529412
 15.88235294 18.52941176 21.17647059 23.82352941 26.47058824 29.11764706
 31.76470588 34.41176471 37.05882353 39.70588235 42.35294118 45.        ]","[0.         0.         0.         0.005      0.01136364 0.00454545
 0.05090909 0.11863636 0.11681818 0.27545455 0.24590909 0.07681818
 0.04818182 0.02545455 0.00681818 0.00954545 0.00454545]",0.3641297121377183,0.08075829612831742,1
122,equal-width-data,"[ 0.    10.876 12.926 14.976 17.026 19.076 21.126 23.176 25.226 27.276
 29.326 31.376 33.426 35.476 37.526 39.576 41.626 44.   ]","[0.005      0.00772727 0.005      0.02590909 0.06863636 0.07818182
 0.11681818 0.18181818 0.17090909 0.16863636 0.07681818 0.03590909
 0.02636364 0.01136364 0.00681818 0.00681818 0.00727273]",0.2068388548964717,0.08155314535577163,1
123,equal-frequency,"[ 0.    18.198 19.636 21.14  22.495 23.343 24.019 24.797 25.319 25.898
 26.563 27.333 27.996 28.699 29.42  30.665 33.483 44.   ]","[0.07181818 0.04045455 0.07818182 0.045      0.07181818 0.08363636
 0.         0.09818182 0.         0.09363636 0.07727273 0.
 0.085      0.08363636 0.04954545 0.06318182 0.05863636]",0.14232902158924,0.19469867291482046,1
124,kbins,"[ 0.         10.87566406 12.92565337 14.97564268 17.02563199 19.07562131
 21.12561062 23.17559993 25.22558924 27.27557855 29.32556787 31.37555718
 33.42554649 35.4755358  37.52552511 39.57551443 41.62550374 43.67549305]","[0.005      0.00772727 0.005      0.02590909 0.06863636 0.07818182
 0.11681818 0.18181818 0.17090909 0.16863636 0.07681818 0.03590909
 0.02636364 0.01136364 0.00681818 0.00681818 0.00681818]",0.21036280751961667,0.08246710439484273,1
125,kbins-quantile,"[ 0.         18.19795848 19.63600796 21.14031192 22.49488409 23.34258922
 24.01850376 24.79650654 25.31925731 25.89824223 26.56335111 27.33321047
 27.99615538 28.69941783 29.41951535 30.6645581  33.48299413 43.67549305]","[0.07181818 0.04045455 0.07818182 0.045      0.07181818 0.08363636
 0.         0.09818182 0.         0.09363636 0.07727273 0.
 0.085      0.08363636 0.04954545 0.06318182 0.05818182]",0.14023746124902425,0.1957316732850206,1
126,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 21.99991703
 22.98562908 24.01661491 25.0081377  26.99459553 27.81690884 29.97842407
 31.21778679 35.16810417 35.3553524  35.99712753 37.00673103 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.         0.045
 0.15545455 0.09818182 0.09363636 0.07727273 0.16863636 0.07681818
 0.06227273 0.         0.         0.01136364 0.02090909]",0.20724870670976203,0.1280548675968074,1
127,kmeans,"[ 0.         11.35114217 15.77120534 17.88228627 19.29574881 20.74052839
 22.27645027 23.47754888 24.70244378 25.78946124 26.94780983 28.12114468
 29.42773057 31.1952374  33.22029885 35.4609697  38.89146509 44.        ]","[0.00818182 0.01272727 0.02272727 0.06863636 0.03954545 0.08363636
 0.07181818 0.08363636 0.09818182 0.09363636 0.16227273 0.08363636
 0.07681818 0.03590909 0.02636364 0.01409091 0.01818182]",0.0867853928715574,0.14742029920799982,1
128,random-forest,"[ 0.          9.86763525 16.78054776 17.83586496 19.98713707 21.03765757
 22.01884258 22.96970603 23.59545859 24.00818281 25.00861746 26.05225361
 26.99633778 27.81603409 29.47576528 30.42748294 32.04303338 35.49989689
 44.        ]","[0.00090909 0.02681818 0.01590909 0.06863636 0.07818182 0.045
 0.         0.07181818 0.08363636 0.09818182 0.09363636 0.
 0.07727273 0.16863636 0.04954545 0.04590909 0.04363636 0.03227273]",0.08480127668413917,0.16640561591705794,1
129,equal-width,"[ 0.   2.5  5.   7.5 10.  12.5 15.  17.5 20.  22.5 25.  27.5 30.  32.5
 35.  37.5 40.  42.5 45. ]","[0.         0.         0.         0.00090909 0.01181818 0.005
 0.02590909 0.06863636 0.12318182 0.15545455 0.26909091 0.16863636
 0.09545455 0.02954545 0.02545455 0.00681818 0.00954545 0.00454545]",0.32620688684359467,0.055013030357885184,1
130,equal-width-data,"[ 0.    10.762 12.698 14.634 16.57  18.506 20.442 22.378 24.314 26.251
 28.187 30.123 32.059 33.995 35.931 37.867 39.803 41.739 44.   ]","[0.005      0.00772727 0.005      0.01       0.04409091 0.08
 0.08363636 0.15545455 0.19181818 0.16227273 0.13318182 0.04590909
 0.01727273 0.02636364 0.01136364 0.00681818 0.00681818 0.00727273]",0.17928901773888473,0.05324621335073143,1
131,equal-frequency,"[ 0.    18.097 19.484 20.937 22.319 23.133 23.797 24.485 25.069 25.599
 26.214 26.874 27.553 28.148 28.905 29.561 30.995 33.777 44.   ]","[0.07181818 0.04045455 0.03954545 0.08363636 0.07181818 0.
 0.08363636 0.09818182 0.         0.09363636 0.         0.07727273
 0.085      0.         0.08363636 0.04954545 0.06318182 0.05863636]",0.1631906465674765,0.168062531936496,1
132,kbins,"[ 0.         10.76177576 12.69787678 14.6339778  16.57007881 18.50617983
 20.44228085 22.37838186 24.31448288 26.2505839  28.18668491 30.12278593
 32.05888695 33.99498797 35.93108898 37.86719    39.80329102 41.73939203
 43.67549305]","[0.005      0.00772727 0.005      0.01       0.04409091 0.08
 0.08363636 0.15545455 0.19181818 0.16227273 0.13318182 0.04590909
 0.01727273 0.02636364 0.01136364 0.00681818 0.00681818 0.00681818]",0.18281297036202981,0.05412289319215069,1
133,kbins-quantile,"[ 0.         18.09726477 19.48427631 20.93651396 22.31920027 23.13256401
 23.79746068 24.48483741 25.06938801 25.5986932  26.21429846 26.87434414
 27.5529736  28.14757232 28.90532158 29.56103346 30.99548765 33.77748558
 43.67549305]","[0.07181818 0.04045455 0.03954545 0.08363636 0.07181818 0.
 0.08363636 0.09818182 0.         0.09363636 0.         0.07727273
 0.085      0.         0.08363636 0.04954545 0.06318182 0.05818182]",0.16109908622726077,0.16905783607004865,1
134,decision-tree,"[ 0.         15.32754564 16.781744   18.02728844 21.03426456 21.99991703
 22.98562908 24.01661491 25.0081377  25.99706268 26.99459553 27.81690884
 29.97842407 31.21778679 35.16810417 35.3553524  35.99712753 37.00673103
 44.        ]","[0.02090909 0.00681818 0.04409091 0.11863636 0.         0.045
 0.15545455 0.09818182 0.         0.09363636 0.07727273 0.16863636
 0.07681818 0.06227273 0.         0.         0.01136364 0.02090909]",0.20724870670976203,0.10569254379308002,1
135,kmeans,"[ 0.         10.30852072 12.61770809 16.48741693 18.31502703 19.71330371
 21.18712472 22.68186194 23.87978329 25.12078049 26.2910996  27.583176
 28.7668807  29.81541862 31.46821068 33.36041261 35.50095902 38.89146509
 44.        ]","[0.005      0.00772727 0.015      0.04409091 0.04045455 0.07818182
 0.045      0.07181818 0.18181818 0.09363636 0.07727273 0.085
 0.08363636 0.07681818 0.03590909 0.02636364 0.01409091 0.01818182]",0.06712947921874213,0.12002658418148582,1
136,random-forest,"[ 0.          9.93102789 16.76230674 17.95742321 20.93373108 21.31846788
 22.3182176  22.9965229  23.34133477 23.93663216 24.94436264 25.54483753
 26.72515869 27.57538319 28.28607739 29.89663294 31.10934512 32.63020706
 35.82855034 44.        ]","[0.00090909 0.02681818 0.01590909 0.10818182 0.03863636 0.045
 0.         0.07181818 0.         0.08363636 0.09818182 0.09363636
 0.07727273 0.085      0.08363636 0.07681818 0.01863636 0.04363636
 0.03227273]",0.036083465896151745,0.13791422093501005,1
137,equal-width,"[ 0.          2.36842105  4.73684211  7.10526316  9.47368421 11.84210526
 14.21052632 16.57894737 18.94736842 21.31578947 23.68421053 26.05263158
 28.42105263 30.78947368 33.15789474 35.52631579 37.89473684 40.26315789
 42.63157895 45.        ]","[0.         0.         0.         0.00090909 0.00727273 0.00954545
 0.01       0.04409091 0.11863636 0.11681818 0.27545455 0.16227273
 0.13318182 0.06318182 0.02636364 0.01136364 0.00954545 0.00681818
 0.00454545]",0.3046150468111929,0.030414653422937254,1
138,equal-width-data,"[ 0.    10.66  12.494 14.328 16.162 17.997 19.831 21.665 23.499 25.333
 27.168 29.002 30.836 32.67  34.504 36.339 38.173 40.007 41.841 44.   ]","[0.005      0.00772727 0.005      0.01       0.01590909 0.06863636
 0.07818182 0.11681818 0.18181818 0.17090909 0.16863636 0.04954545
 0.04590909 0.02954545 0.02090909 0.00727273 0.00681818 0.00409091
 0.00727273]",0.16419208250796236,0.02611013326291911,1
139,equal-frequency,"[ 0.    18.048 19.356 20.661 22.055 22.984 23.604 24.257 24.872 25.352
 25.865 26.458 27.107 27.751 28.359 29.03  29.687 31.194 33.868 44.   ]","[0.07181818 0.04045455 0.03954545 0.08363636 0.         0.07181818
 0.08363636 0.         0.09818182 0.         0.09363636 0.07727273
 0.         0.085      0.08363636 0.         0.07681818 0.03590909
 0.05863636]",0.15094317477879293,0.14299554700168893,1
140,kbins,"[ 0.         10.65987571 12.49407667 14.32827764 16.1624786  17.99667956
 19.83088053 21.66508149 23.49928245 25.33348342 27.16768438 29.00188534
 30.83608631 32.67028727 34.50448823 36.3386892  38.17289016 40.00709112
 41.84129209 43.67549305]","[0.005      0.00772727 0.005      0.01       0.01590909 0.06863636
 0.07818182 0.11681818 0.18181818 0.17090909 0.16863636 0.04954545
 0.04590909 0.02954545 0.02090909 0.00727273 0.00681818 0.00409091
 0.00681818]",0.16771603513110744,0.02696225898187632,1
141,kbins-quantile,"[ 0.         18.0481052  19.35567056 20.66078041 22.05540735 22.98379703
 23.60387887 24.25652427 24.87169106 25.35205502 25.86533306 26.45783624
 27.10694407 27.75070721 28.35921456 29.03020059 29.68744599 31.19445656
 33.86843937 43.67549305]","[0.07181818 0.04045455 0.03954545 0.08363636 0.         0.07181818
 0.08363636 0.         0.09818182 0.         0.09363636 0.07727273
 0.         0.085      0.08363636 0.         0.07681818 0.03590909
 0.05818182]",0.1488516144385772,0.14396417957614738,1
142,decision-tree,"[ 0.          9.980371   15.32754564 16.781744   18.02728844 21.03426456
 21.99991703 22.98562908 24.01661491 25.0081377  25.99706268 26.99459553
 27.81690884 29.97842407 31.21778679 35.16810417 35.3553524  35.99712753
 37.00673103 44.        ]","[0.00090909 0.02       0.00681818 0.04409091 0.11863636 0.
 0.045      0.15545455 0.09818182 0.         0.09363636 0.07727273
 0.16863636 0.07681818 0.06227273 0.         0.         0.01136364
 0.02090909]",0.20154145052548855,0.08365266504104396,1
143,kmeans,"[ 0.         10.24649201 12.47579399 15.90918778 17.93351829 19.43154896
 20.85491364 22.158031   23.17267154 24.10252007 25.10200943 26.10146701
 27.21457707 28.26911526 29.47470758 31.23040092 33.22029885 35.43059369
 38.81813948 44.        ]","[0.005      0.00772727 0.00818182 0.02272727 0.06863636 0.03954545
 0.08363636 0.07181818 0.08363636 0.09818182 0.09363636 0.07727273
 0.085      0.08363636 0.07681818 0.03590909 0.02636364 0.01409091
 0.01818182]",0.03576276032525072,0.10560021792425056,1
144,random-forest,"[ 0.          9.93102789 16.80271299 17.94565065 19.40629583 21.01586889
 21.89094162 22.9015517  23.12738946 23.87309235 24.69028779 25.02028857
 25.99711177 26.84001777 27.67340173 28.25396131 29.83984842 30.89427692
 32.22233592 35.96690128 44.        ]","[0.00090909 0.02681818 0.01590909 0.06863636 0.07818182 0.
 0.045      0.07181818 0.         0.08363636 0.09818182 0.
 0.09363636 0.07727273 0.085      0.08363636 0.04954545 0.04590909
 0.04363636 0.03227273]",0.05057389374411503,0.1165974663894187,1
145,equal-width,"[ 0.    2.25  4.5   6.75  9.   11.25 13.5  15.75 18.   20.25 22.5  24.75
 27.   29.25 31.5  33.75 36.   38.25 40.5  42.75 45.  ]","[0.         0.         0.         0.         0.00818182 0.00818182
 0.00454545 0.02272727 0.10818182 0.08363636 0.15545455 0.19181818
 0.24590909 0.07681818 0.03590909 0.02636364 0.01409091 0.00681818
 0.00681818 0.00454545]",0.27317816328989586,0.006809998882099211,1
146,equal-width-data,"[ 0.    10.568 12.311 14.053 15.796 17.538 19.281 21.023 22.766 24.508
 26.251 27.993 29.736 31.478 33.221 34.963 36.706 38.448 40.191 41.933
 44.   ]","[0.005      0.00772727 0.005      0.00318182 0.02272727 0.06863636
 0.07818182 0.045      0.15545455 0.19181818 0.07727273 0.16863636
 0.07681818 0.03590909 0.01227273 0.02090909 0.00727273 0.00681818
 0.00409091 0.00727273]",0.11613029598055491,0.0,1
147,equal-frequency,"[ 0.    17.915 19.25  20.433 21.794 22.769 23.416 23.981 24.631 25.112
 25.599 26.141 26.72  27.348 27.931 28.562 29.132 29.808 31.33  34.057
 44.   ]","[0.04363636 0.06863636 0.03954545 0.03863636 0.045      0.07181818
 0.         0.08363636 0.09818182 0.         0.09363636 0.
 0.07727273 0.         0.085      0.08363636 0.         0.07681818
 0.04818182 0.04636364]",0.08134354852340797,0.11861531714922868,1
148,kbins,"[ 0.         10.56816566 12.31065658 14.05314749 15.79563841 17.53812932
 19.28062024 21.02311115 22.76560207 24.50809298 26.2505839  27.99307481
 29.73556573 31.47805664 33.22054756 34.96303847 36.70552939 38.4480203
 40.19051122 41.93300213 43.67549305]","[0.005      0.00772727 0.005      0.00318182 0.02272727 0.06863636
 0.07818182 0.045      0.15545455 0.19181818 0.07727273 0.16863636
 0.07681818 0.03590909 0.01227273 0.02090909 0.00727273 0.00681818
 0.00409091 0.00681818]",0.1196542486037,0.0008362803496857474,1
149,kbins-quantile,"[ 0.         17.91508496 19.25036326 20.43304319 21.79371984 22.76937463
 23.41630406 23.98057546 24.6307124  25.1115284  25.5986932  26.1405011
 26.71950492 27.34849696 27.93058729 28.56165393 29.13153457 29.80814647
 31.33013133 34.05663558 43.67549305]","[0.04363636 0.06863636 0.03954545 0.03863636 0.045      0.07181818
 0.         0.08363636 0.09818182 0.         0.09363636 0.
 0.07727273 0.         0.085      0.08363636 0.         0.07681818
 0.04818182 0.04590909]",0.07995817817365947,0.1195648070590194,1
150,decision-tree,"[ 0.          9.980371   15.32754564 16.781744   18.02728844 21.03426456
 21.28896618 21.99991703 22.98562908 24.01661491 25.0081377  25.99706268
 26.99459553 27.81690884 29.97842407 31.21778679 35.16810417 35.3553524
 35.99712753 37.00673103 44.        ]","[0.00090909 0.02       0.00681818 0.04409091 0.11863636 0.
 0.         0.045      0.15545455 0.09818182 0.         0.09363636
 0.07727273 0.16863636 0.07681818 0.06227273 0.         0.
 0.01136364 0.02090909]",0.20154145052548855,0.06931246433504523,1
151,kmeans,"[ 0.         10.30852072 12.53143325 15.77316936 17.50540441 18.74635269
 19.95397829 21.24664532 22.52138696 23.54404476 24.62140922 25.55837742
 26.61881013 27.7725261  28.89843158 29.88463392 31.46821068 33.36041261
 35.50095902 38.89146509 44.        ]","[0.005      0.00772727 0.00818182 0.02272727 0.02818182 0.04045455
 0.07818182 0.045      0.07181818 0.08363636 0.09818182 0.09363636
 0.07727273 0.085      0.08363636 0.07681818 0.03590909 0.02636364
 0.01409091 0.01818182]",0.0,0.08295998195158372,1
152,random-forest,"[ 0.          9.980371   16.51517878 17.83820934 19.44987779 21.02863159
 21.90601945 22.92102394 23.09000502 23.88237934 24.88578262 25.074296
 25.99536853 26.8067585  27.35351849 28.15137014 29.60114741 30.23030186
 31.47489872 33.32328033 35.58992825 44.        ]","[0.00090909 0.02681818 0.01590909 0.06863636 0.07818182 0.
 0.045      0.07181818 0.         0.08363636 0.09818182 0.
 0.09363636 0.07727273 0.085      0.08363636 0.04954545 0.02727273
 0.03590909 0.02636364 0.03227273]",0.001957962653029055,0.08507804871257163,1
153,bayesian-blocks,"[ 0.         17.01283041 18.04609625 22.4236041  30.03708167 31.88849423
 36.02384768 43.67549305]","[0.04363636 0.02818182 0.16363636 0.64272727 0.02727273 0.06909091
 0.025     ]",0.7741435711959025,0.552238277037643,1
