ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
107,equal-frequency,"[  0.     37.512  48.314  57.196  65.895  71.163  79.269  91.319  98.808
 105.867 110.965 119.787 147.821 175.703 197.386 299.   ]","[0.06681818 0.07       0.065      0.05863636 0.07818182 0.06227273
 0.06909091 0.05909091 0.06727273 0.06681818 0.06772727 0.06863636
 0.06590909 0.06818182 0.06636364]",0.2044093881343254,0.33337524279220243,1
108,kbins,"[  0.          38.76785747  57.32444747  75.88103748  94.43762748
 112.99421748 131.55080748 150.10739748 168.66398749 187.22057749
 205.77716749 224.33375749 242.89034749 261.4469375  280.0035275
 298.5601175 ]","[0.07090909 0.13090909 0.17954545 0.11545455 0.18409091 0.08363636
 0.04454545 0.04       0.05045455 0.04590909 0.01909091 0.01409091
 0.00818182 0.00818182 0.00454545]",0.28809912108348057,0.1373546357894062,1
109,kbins-quantile,"[  0.          37.51225922  48.3139795   57.19564659  65.89461698
  71.16331975  79.26864011  91.31860431  98.80836081 105.8669223
 110.9653137  119.787088   147.82060428 175.70255578 197.38631934
 298.5601175 ]","[0.06681818 0.07       0.065      0.05863636 0.07818182 0.06227273
 0.06909091 0.05909091 0.06727273 0.06681818 0.06772727 0.06863636
 0.06590909 0.06818182 0.06590909]",0.203763254096203,0.3336448838705558,1
110,decision-tree,"[  0.          30.39347744  35.03444481  53.61262894  60.07392311
  64.95306396  74.92848206  89.20514679  99.99549484 112.49207306
 119.95331955 125.63624573 150.21836853 199.98305511 226.14395142
 299.        ]","[0.04545455 0.00954545 0.12181818 0.04136364 0.03136364 0.12181818
 0.07318182 0.09181818 0.14454545 0.05       0.02272727 0.05545455
 0.12954545 0.02863636 0.03272727]",0.21511619324347875,0.30027409281149886,1
111,kmeans,"[  0.          25.31377519  41.53653112  53.29401593  67.15875784
  77.70890031  93.26515387 106.72656546 118.73746083 138.11231013
 155.63080112 175.032849   192.98013229 215.51986979 241.52974116
 299.        ]","[0.02772727 0.05636364 0.09272727 0.11136364 0.10136364 0.09863636
 0.11863636 0.11727273 0.05409091 0.04181818 0.04545455 0.05090909
 0.04       0.02090909 0.02272727]",0.2033762320846313,0.24234708967562268,1
112,random-forest,"[  0.          30.01600933  35.99648107  53.3268898   56.05526161
  64.89526443  74.63911184  89.75960693 100.30515111 102.63119736
 112.83090897 122.1860377  126.76694031 150.09365845 199.98167013
 225.90879415 299.        ]","[0.04545455 0.00954545 0.12181818 0.01909091 0.05363636 0.12181818
 0.07318182 0.10045455 0.01545455 0.12045455 0.06409091 0.00909091
 0.055      0.12954545 0.02818182 0.03318182]",0.20138381260930716,0.28814818072411896,1
113,equal-width,"[  0.    18.75  37.5   56.25  75.    93.75 112.5  131.25 150.   168.75
 187.5  206.25 225.   243.75 262.5  281.25 300.  ]","[0.         0.06681818 0.12909091 0.17545455 0.11681818 0.19272727
 0.08363636 0.04090909 0.04363636 0.05045455 0.04772727 0.01727273
 0.015      0.00727273 0.00818182 0.005     ]",0.28557221501882535,0.11083894884619039,1
114,equal-width-data,"[  0.     37.608  55.005  72.402  89.798 107.195 124.592 141.989 159.386
 176.782 194.179 211.576 228.973 246.37  263.767 281.163 299.   ]","[0.06681818 0.12272727 0.16045455 0.09454545 0.17409091 0.13272727
 0.03454545 0.04090909 0.04181818 0.05409091 0.03045455 0.015
 0.01318182 0.00636364 0.00727273 0.005     ]",0.23176614928578831,0.10697099435337887,1
115,equal-frequency,"[  0.     36.967  46.849  55.105  64.552  69.639  74.654  88.189  94.868
 102.693 108.03  113.117 124.268 152.012 178.908 199.324 299.   ]","[0.05954545 0.06227273 0.06772727 0.06       0.06181818 0.06
 0.06818182 0.05727273 0.06363636 0.07272727 0.05681818 0.06136364
 0.06181818 0.06045455 0.065      0.06136364]",0.16401442834582847,0.3178376924164059,1
116,kbins,"[  0.          37.6080706   55.00487372  72.40167685  89.79847998
 107.1952831  124.59208623 141.98888936 159.38569248 176.78249561
 194.17929874 211.57610187 228.97290499 246.36970812 263.76651125
 281.16331437 298.5601175 ]","[0.06681818 0.12272727 0.16045455 0.09454545 0.17409091 0.13272727
 0.03454545 0.04090909 0.04181818 0.05409091 0.03045455 0.015
 0.01318182 0.00636364 0.00727273 0.00454545]",0.23258424271431977,0.10717232123548837,1
117,kbins-quantile,"[  0.          36.96693281  46.84921101  55.10451198  64.551686
  69.63949229  74.65396773  88.18899026  94.86762427 102.69293369
 108.03030781 113.11678412 124.2675078  152.01222426 178.90782168
 199.3242295  298.5601175 ]","[0.05954545 0.06227273 0.06772727 0.06       0.06181818 0.06
 0.06818182 0.05727273 0.06363636 0.07272727 0.05681818 0.06136364
 0.06181818 0.06045455 0.065      0.06090909]",0.1634091585414421,0.3181012465054702,1
118,decision-tree,"[  0.          30.39347744  35.03444481  53.61262894  60.07392311
  64.95306396  74.92848206  89.20514679  99.99549484 102.50188446
 112.49207306 119.95331955 125.63624573 150.21836853 199.98305511
 226.14395142 299.        ]","[0.04545455 0.00954545 0.12181818 0.04136364 0.03136364 0.12181818
 0.07318182 0.09181818 0.02409091 0.12045455 0.05       0.02272727
 0.05545455 0.12954545 0.02863636 0.03272727]",0.18720566723291987,0.2900867675945913,1
119,kmeans,"[  0.          25.31377519  41.46912518  52.99216009  66.35199872
  76.29492373  92.54589279 105.94559485 117.41437996 134.20439325
 148.53021686 162.92260755 178.6130345  194.28633593 215.94180897
 241.52974116 299.        ]","[0.02772727 0.05636364 0.08181818 0.10818182 0.11136364 0.09681818
 0.11409091 0.12       0.05227273 0.03318182 0.03318182 0.03863636
 0.04909091 0.03363636 0.02090909 0.02272727]",0.1650115463220081,0.21962061183792103,1
120,random-forest,"[  0.          30.01600933  35.71671748  53.39925098  56.53991961
  64.82333946  70.06298447  88.94617939 100.01752186 102.47018433
 112.50779581 119.87707806 124.84880304 149.14160919 155.35255051
 199.96747398 224.55048943 299.        ]","[0.04545455 0.00954545 0.12181818 0.01909091 0.05363636 0.07727273
 0.11272727 0.10545455 0.01545455 0.12045455 0.05       0.02045455
 0.05409091 0.01454545 0.11863636 0.02590909 0.03545455]",0.19234439477203424,0.2681383289003151,1
121,equal-width,"[  0.          17.64705882  35.29411765  52.94117647  70.58823529
  88.23529412 105.88235294 123.52941176 141.17647059 158.82352941
 176.47058824 194.11764706 211.76470588 229.41176471 247.05882353
 264.70588235 282.35294118 300.        ]","[0.         0.055      0.11090909 0.16090909 0.11272727 0.15681818
 0.15136364 0.03818182 0.03954545 0.04318182 0.05409091 0.03045455
 0.015      0.01318182 0.00727273 0.00636364 0.005     ]",0.2371994752072757,0.08316798884809229,1
122,equal-width-data,"[  0.     36.585  52.958  69.332  85.705 102.079 118.452 134.825 151.199
 167.572 183.946 200.319 216.693 233.066 249.44  265.813 282.187 299.   ]","[0.05954545 0.10636364 0.14545455 0.11409091 0.135      0.16363636
 0.04454545 0.04272727 0.03636364 0.04045455 0.05227273 0.01636364
 0.01590909 0.01       0.00636364 0.00590909 0.005     ]",0.20155797498132166,0.07838513911355738,1
123,equal-frequency,"[  0.     36.457  46.042  53.472  63.03   68.417  72.953  81.652  91.556
  98.546 104.904 109.332 116.32  131.815 157.119 181.56  200.886 299.   ]","[0.05954545 0.06227273 0.055      0.06227273 0.05590909 0.055
 0.06090909 0.05909091 0.05909091 0.05227273 0.06818182 0.05727273
 0.05772727 0.05954545 0.05772727 0.05863636 0.05954545]",0.1253535983485805,0.3022927391653084,1
124,kbins,"[  0.          36.58472924  52.958191    69.33165277  85.70511454
 102.0785763  118.45203807 134.82549984 151.1989616  167.57242337
 183.94588513 200.3193469  216.69280867 233.06627043 249.4397322
 265.81319397 282.18665573 298.5601175 ]","[0.05954545 0.10636364 0.14545455 0.11409091 0.135      0.16363636
 0.04454545 0.04272727 0.03636364 0.04045455 0.05227273 0.01636364
 0.01590909 0.01       0.00636364 0.00590909 0.00454545]",0.20237606840985312,0.07857979494227163,1
125,kbins-quantile,"[  0.          36.45695464  46.04215923  53.47220274  63.0303739
  68.41704332  72.95302342  81.65179739  91.55618987  98.54573151
 104.90408889 109.33211833 116.32023715 131.81545474 157.11940626
 181.55972429 200.8856388  298.5601175 ]","[0.05954545 0.06227273 0.055      0.06227273 0.05590909 0.055
 0.06090909 0.05909091 0.05909091 0.05227273 0.06818182 0.05727273
 0.05772727 0.05954545 0.05772727 0.05863636 0.05909091]",0.12476718392465924,0.30255037335760115,1
126,decision-tree,"[  0.          30.39347744  35.03444481  53.61262894  60.07392311
  64.95306396  74.92848206  89.20514679  99.99549484 102.50188446
 112.49207306 119.95331955 125.63624573 150.21836853 199.98305511
 226.14395142 249.4712677  299.        ]","[0.04545455 0.00954545 0.12181818 0.04136364 0.03136364 0.12181818
 0.07318182 0.09181818 0.02409091 0.12045455 0.05       0.02272727
 0.05545455 0.12954545 0.02863636 0.01545455 0.01727273]",0.14877752581931059,0.23251010665600824,1
127,kmeans,"[  0.          25.31377519  41.53653112  53.05243508  66.18552453
  75.61874947  90.17191329  99.61471325 108.51337949 118.65740271
 133.45094039 147.52881112 162.51113725 179.01380707 195.2861859
 220.9196885  250.52568833 299.        ]","[0.02772727 0.05636364 0.09272727 0.09727273 0.10727273 0.07636364
 0.07863636 0.09681818 0.09090909 0.04318182 0.03227273 0.03545455
 0.04181818 0.04909091 0.03545455 0.02181818 0.01681818]",0.09565349918961252,0.20473225066341827,1
128,random-forest,"[  0.          29.9339056   35.84580343  45.2067751   54.86136358
  64.78464732  68.30343965  86.57255913  99.65574646 101.56014499
 105.73069516 112.82921107 120.82982523 126.7667739  149.87249262
 180.5593706  200.29322232 228.61586268 299.        ]","[0.045      0.01       0.06136364 0.06590909 0.06727273 0.04545455
 0.13409091 0.10727273 0.01772727 0.04227273 0.08454545 0.05454545
 0.01863636 0.05136364 0.07318182 0.06181818 0.02772727 0.03181818]",0.13999082465509127,0.24620281649580167,1
129,equal-width,"[  0.          16.66666667  33.33333333  50.          66.66666667
  83.33333333 100.         116.66666667 133.33333333 150.
 166.66666667 183.33333333 200.         216.66666667 233.33333333
 250.         266.66666667 283.33333333 300.        ]","[0.         0.05       0.09727273 0.12681818 0.14454545 0.11772727
 0.17045455 0.06045455 0.03818182 0.04       0.04272727 0.05045455
 0.01818182 0.01590909 0.01045455 0.00636364 0.00545455 0.005     ]",0.20944580789254208,0.05683624183417857,1
130,equal-width-data,"[  0.     35.675  51.139  66.603  82.067  97.53  112.994 128.458 143.922
 159.386 174.85  190.313 205.777 221.241 236.705 252.169 267.632 283.096
 299.   ]","[0.055      0.10545455 0.11363636 0.14090909 0.10590909 0.16
 0.07727273 0.03045455 0.03818182 0.03545455 0.04454545 0.03863636
 0.01681818 0.01227273 0.00909091 0.00590909 0.00545455 0.005     ]",0.1623368392668032,0.051146474431721156,1
131,equal-frequency,"[  0.     35.737  44.936  52.556  61.284  66.776  71.163  77.085  89.405
  94.868 101.669 107.001 110.965 118.285 138.296 161.609 183.66  204.589
 299.   ]","[0.055      0.05363636 0.05727273 0.05727273 0.05090909 0.06454545
 0.05090909 0.055      0.05227273 0.05727273 0.06454545 0.04454545
 0.06090909 0.05409091 0.05454545 0.05545455 0.05590909 0.05590909]",0.08646908034796663,0.2862847422346845,1
132,kbins,"[  0.          35.67509247  51.13891747  66.60274247  82.06656748
  97.53039248 112.99421748 128.45804248 143.92186748 159.38569248
 174.84951749 190.31334249 205.77716749 221.24099249 236.70481749
 252.1686425  267.6324675  283.0962925  298.5601175 ]","[0.055      0.10545455 0.11363636 0.14090909 0.10590909 0.16
 0.07727273 0.03045455 0.03818182 0.03545455 0.04454545 0.03863636
 0.01681818 0.01227273 0.00909091 0.00590909 0.00545455 0.00454545]",0.16315493269533465,0.05133574595747448,1
133,kbins-quantile,"[  0.          35.73687776  44.93613751  52.55600044  61.28374027
  66.77584717  71.16331975  77.084836    89.40490937  94.86762427
 101.66942    107.00053517 110.9653137  118.28469063 138.29572947
 161.6085594  183.66030237 204.58860905 298.5601175 ]","[0.055      0.05363636 0.05727273 0.05727273 0.05090909 0.06454545
 0.05090909 0.055      0.05227273 0.05727273 0.06454545 0.04454545
 0.06090909 0.05409091 0.05454545 0.05545455 0.05590909 0.05545455]",0.08591907334663951,0.28653668785814257,1
134,decision-tree,"[  0.          30.39347744  35.03444481  39.21102905  53.61262894
  60.07392311  64.95306396  74.92848206  89.20514679  99.99549484
 102.50188446 112.49207306 119.95331955 125.63624573 150.21836853
 199.98305511 226.14395142 249.4712677  299.        ]","[0.04545455 0.00954545 0.01909091 0.10272727 0.04136364 0.03136364
 0.12181818 0.07318182 0.09181818 0.02409091 0.12045455 0.05
 0.02272727 0.05545455 0.12954545 0.02863636 0.01545455 0.01727273]",0.12738676772641333,0.22245179256511016,1
135,kmeans,"[  0.          25.31377519  41.03289924  52.00319131  64.43268897
  73.67313923  89.06652815  98.82874156 108.31146381 118.71072057
 134.42307817 148.62417756 162.92260755 178.6130345  194.38516956
 216.16143779 239.33568878 264.10419665 299.        ]","[0.02772727 0.05636364 0.08181818 0.08363636 0.11045455 0.08454545
 0.08454545 0.10409091 0.09090909 0.04454545 0.03318182 0.03318182
 0.03863636 0.04909091 0.03409091 0.01818182 0.01363636 0.01136364]",0.07429956609751509,0.15180427951122277,1
136,random-forest,"[  0.          30.01600933  36.05961588  40.2228775   53.79184405
  60.07318221  65.12093714  74.87280782  89.73556964 100.44052845
 102.50316238 110.12420781 112.6984787  120.54520925 126.76688766
 149.75625102 160.21598943 200.05913205 225.72537613 299.        ]","[0.04545455 0.01409091 0.01772727 0.09954545 0.04136364 0.04227273
 0.11090909 0.07318182 0.10045455 0.01545455 0.10272727 0.01772727
 0.05454545 0.01863636 0.05136364 0.025      0.11       0.02636364
 0.03318182]",0.10289406887785058,0.24425318105961902,1
137,equal-width,"[  0.          15.78947368  31.57894737  47.36842105  63.15789474
  78.94736842  94.73684211 110.52631579 126.31578947 142.10526316
 157.89473684 173.68421053 189.47368421 205.26315789 221.05263158
 236.84210526 252.63157895 268.42105263 284.21052632 300.        ]","[0.         0.04590909 0.08227273 0.11090909 0.15545455 0.10227273
 0.16636364 0.09090909 0.03318182 0.03681818 0.03772727 0.04181818
 0.04181818 0.01681818 0.01227273 0.00909091 0.00636364 0.00590909
 0.00409091]",0.17002744600666597,0.03165318678385465,1
138,equal-width-data,"[  0.     34.861  49.511  64.161  78.811  93.461 108.111 122.761 137.411
 152.061 166.711 181.361 196.011 210.66  225.31  239.96  254.61  269.26
 283.91  299.   ]","[0.05136364 0.09590909 0.10227273 0.145      0.09363636 0.145
 0.11181818 0.03181818 0.03636364 0.03227273 0.03636364 0.04772727
 0.02272727 0.01454545 0.00818182 0.00909091 0.00590909 0.005
 0.005     ]",0.12216975027480004,0.025068071442387208,1
139,equal-frequency,"[  0.     35.035  44.215  50.946  58.863  65.693  69.756  74.201  84.119
  91.762  98.078 104.379 108.392 112.843 120.708 143.768 165.41  185.628
 206.577 299.   ]","[0.055      0.05363636 0.04545455 0.055      0.05136364 0.05090909
 0.06       0.05090909 0.04772727 0.05909091 0.05227273 0.05181818
 0.04772727 0.05454545 0.05318182 0.05363636 0.05227273 0.05272727
 0.05272727]",0.054619427327584624,0.2718040755407014,1
140,kbins,"[  0.          34.86120695  49.51114642  64.1610859   78.81102537
  93.46096485 108.11090432 122.7608438  137.41078327 152.06072275
 166.71066222 181.3606017  196.01054117 210.66048065 225.31042012
 239.9603596  254.61029907 269.26023855 283.91017802 298.5601175 ]","[0.05136364 0.09590909 0.10227273 0.145      0.09363636 0.145
 0.11181818 0.03181818 0.03636364 0.03227273 0.03636364 0.04772727
 0.02272727 0.01454545 0.00818182 0.00909091 0.00590909 0.005
 0.00454545]",0.1229878437033316,0.02525214792791297,1
141,kbins-quantile,"[  0.          35.03463658  44.21452528  50.94551273  58.86329302
  65.69340925  69.7563081   74.20071219  84.11885941  91.76239347
  98.0784387  104.37902694 108.39150738 112.84327145 120.70780778
 143.76811068 165.4100775  185.62757825 206.57718162 298.5601175 ]","[0.055      0.05363636 0.04545455 0.055      0.05136364 0.05090909
 0.06       0.05090909 0.04772727 0.05909091 0.05227273 0.05181818
 0.04772727 0.05454545 0.05318182 0.05363636 0.05227273 0.05272727
 0.05227273]",0.054092381143532764,0.2720508874523452,1
142,decision-tree,"[  0.          30.39347744  35.03444481  39.21102905  53.61262894
  60.07392311  64.95306396  74.92848206  89.20514679  99.99549484
 102.50188446 112.49207306 119.95331955 125.63624573 150.21836853
 155.10482025 199.98305511 226.14395142 249.4712677  299.        ]","[0.04545455 0.00954545 0.01909091 0.10272727 0.04136364 0.03136364
 0.12181818 0.07318182 0.09181818 0.02409091 0.12045455 0.05
 0.02272727 0.05545455 0.01090909 0.11863636 0.02863636 0.01545455
 0.01727273]",0.09940504346965451,0.20158721735770035,1
143,kmeans,"[  0.          25.31377519  41.03289924  51.80982982  63.6363995
  71.54723586  80.86512635  91.99329639 101.76714229 109.64074103
 119.4418869  135.65296971 150.22794437 166.12089152 181.37510473
 195.74588501 217.04983555 239.33568878 264.10419665 299.        ]","[0.02772727 0.05636364 0.07636364 0.07863636 0.09954545 0.06818182
 0.06318182 0.08409091 0.09545455 0.08136364 0.04272727 0.03545455
 0.03636364 0.03636364 0.04409091 0.03136364 0.01772727 0.01363636
 0.01136364]",0.027751460081418378,0.14130041278031447,1
144,random-forest,"[  0.          30.01520061  36.08893174  42.931116    53.50095408
  56.83172858  64.92562123  71.13081099  83.70537166  90.81830356
 100.77619814 102.50793537 110.65513912 114.7030742  122.3079587
 130.1924053  150.2202558  182.50021443 200.55707068 226.9497002
 299.        ]","[0.04545455 0.01409091 0.03090909 0.08636364 0.01909091 0.05363636
 0.08909091 0.08       0.03909091 0.08727273 0.01545455 0.10272727
 0.03136364 0.05045455 0.01727273 0.04681818 0.07636364 0.055
 0.02681818 0.03272727]",0.029946408990673246,0.22799708692098608,1
145,equal-width,"[  0.  15.  30.  45.  60.  75.  90. 105. 120. 135. 150. 165. 180. 195.
 210. 225. 240. 255. 270. 285. 300.]","[0.         0.045      0.06363636 0.10545455 0.15727273 0.07318182
 0.13681818 0.14954545 0.03772727 0.03681818 0.03545455 0.03590909
 0.04590909 0.02681818 0.015      0.01045455 0.00909091 0.00590909
 0.00590909 0.00409091]",0.12375112081067818,0.007467958284241627,1
146,equal-width-data,"[  0.     34.129  48.046  61.964  75.881  89.798 103.716 117.633 131.551
 145.468 159.386 173.303 187.221 201.138 215.055 228.973 242.89  256.808
 270.725 284.643 299.   ]","[0.05136364 0.08545455 0.08636364 0.15818182 0.06318182 0.12681818
 0.145      0.04818182 0.03136364 0.03090909 0.035      0.03772727
 0.04181818 0.015      0.01181818 0.01045455 0.00545455 0.00681818
 0.005      0.00409091]",0.0759322690360309,0.0,1
147,equal-frequency,"[  0.     33.824  43.944  49.917  57.196  64.552  68.832  72.504  79.269
  90.065  94.868 100.8   105.867 109.553 115.358 124.268 147.821 168.793
 187.948 209.542 299.   ]","[0.05       0.04772727 0.04954545 0.05454545 0.04772727 0.04545455
 0.055      0.05090909 0.05681818 0.03909091 0.04818182 0.05136364
 0.05318182 0.05181818 0.05       0.04818182 0.04954545 0.05045455
 0.05       0.05045455]",0.0193908388569084,0.2571512918510769,1
148,kbins,"[  0.          34.12870997  48.04615247  61.96359497  75.88103748
  89.79847998 103.71592248 117.63336498 131.55080748 145.46824998
 159.38569248 173.30313499 187.22057749 201.13801999 215.05546249
 228.97290499 242.89034749 256.80779    270.7252325  284.642675
 298.5601175 ]","[0.05136364 0.08545455 0.08636364 0.15818182 0.06318182 0.12681818
 0.145      0.04818182 0.03136364 0.03090909 0.035      0.03772727
 0.04181818 0.015      0.01181818 0.01045455 0.00545455 0.00681818
 0.005      0.00363636]",0.07673580746997011,0.00017971934445326632,1
149,kbins-quantile,"[  0.          33.82351172  43.94445552  49.91651991  57.19564659
  64.551686    68.83168962  72.50365659  79.26864011  90.06469847
  94.86762427 100.79993756 105.8669223  109.55314031 115.3575603
 124.2675078  147.82060428 168.79290938 187.94793309 209.54243784
 298.5601175 ]","[0.05       0.04772727 0.04954545 0.05454545 0.04772727 0.04545455
 0.055      0.05090909 0.05681818 0.03909091 0.04818182 0.05136364
 0.05318182 0.05181818 0.05       0.04818182 0.04954545 0.05045455
 0.05       0.05      ]",0.01889125357987609,0.25739331406627386,1
150,decision-tree,"[  0.          30.39347744  35.03444481  39.21102905  44.89657593
  53.61262894  60.07392311  64.95306396  74.92848206  89.20514679
  99.99549484 102.50188446 112.49207306 119.95331955 125.63624573
 150.21836853 155.10482025 199.98305511 226.14395142 249.4712677
 299.        ]","[0.04545455 0.00954545 0.01909091 0.03454545 0.06818182 0.04136364
 0.03136364 0.12181818 0.07318182 0.09181818 0.02409091 0.12045455
 0.05       0.02272727 0.05545455 0.01090909 0.11863636 0.02863636
 0.01545455 0.01727273]",0.07712007598837756,0.1935993327655633,1
151,kmeans,"[  0.          25.31377519  41.03289924  51.80982982  63.6363995
  71.50311099  80.55235353  91.17870739  99.89095906 108.53092289
 118.65740271 133.45094039 147.52881112 162.31187148 176.7094254
 189.37684067 199.82063629 217.9091422  239.33568878 264.10419665
 299.        ]","[0.02772727 0.05636364 0.07636364 0.07863636 0.09954545 0.06818182
 0.06318182 0.06636364 0.09681818 0.09090909 0.04318182 0.03227273
 0.03545455 0.03363636 0.035      0.035      0.01863636 0.01772727
 0.01363636 0.01136364]",0.0,0.11577908303432216,1
152,random-forest,"[  0.          30.01600933  36.14627504  43.53828526  53.59484749
  58.46351585  64.91746426  69.05969429  75.30950851  95.15467224
 100.65771027 102.5140686  108.37053757 112.0509079  119.51943989
 124.46876564 142.08499146 150.25224304 188.05684891 201.37632599
 226.06165047 299.        ]","[0.04545455 0.01409091 0.03818182 0.07909091 0.03227273 0.04045455
 0.06181818 0.07       0.12272727 0.04090909 0.01545455 0.07272727
 0.04772727 0.05       0.02045455 0.03590909 0.02181818 0.09181818
 0.04045455 0.02590909 0.03272727]",0.032866431318522626,0.21296008334062477,1
153,bayesian-blocks,"[  0.          29.11567527  35.0016886   62.20785917  74.98692117
  89.60176966  92.25042227 104.3979237  111.2883333  122.80107375
 199.9830595  243.293274   298.5601175 ]","[0.045      0.01       0.17454545 0.14181818 0.07318182 0.03772727
 0.09909091 0.09181818 0.07181818 0.19363636 0.04090909 0.02      ]",0.4650746943713454,0.35174263328591704,1
