ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
112,random-forest,"[ 0.          4.16777754  5.00826502  5.50247682  5.97612529  6.01033672
  6.38168319  6.49742475  6.75788906  6.99004858  7.04255681  7.1874102
  7.29607922  7.49636679  7.76214352  7.98534958 10.        ]","[0.00590909 0.04727273 0.         0.         0.49363636 0.
 0.         0.         0.         0.36909091 0.         0.
 0.         0.         0.         0.08409091]",0.9418166747681047,0.18666387686867236,1
113,equal-width,"[ 0.     0.625  1.25   1.875  2.5    3.125  3.75   4.375  5.     5.625
  6.25   6.875  7.5    8.125  8.75   9.375 10.   ]","[0.         0.         0.         0.         0.         0.
 0.00590909 0.         0.04727273 0.49363636 0.         0.36909091
 0.06863636 0.         0.01409091 0.00136364]",0.8340421763550399,0.13353510609760555,1
114,equal-width-data,"[ 0.     3.907  4.309  4.71   5.112  5.514  5.916  6.318  6.72   7.122
  7.524  7.926  8.328  8.729  9.131  9.533 10.   ]","[0.         0.00590909 0.         0.04727273 0.         0.
 0.49363636 0.         0.36909091 0.         0.         0.06863636
 0.         0.01409091 0.         0.00136364]",0.8340421763550399,0.11726833571926654,1
115,equal-frequency,"[ 0.     5.536  5.69   5.833  5.972  6.102  6.207  6.324  6.425  6.528
  6.656  6.77   6.924  7.08   7.32   7.641 10.   ]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.36909091 0.         0.         0.08409091]",0.932108687977765,0.22215403209277051,1
116,kbins,"[0.         3.90664846 4.30854462 4.71044077 5.11233692 5.51423307
 5.91612922 6.31802537 6.71992152 7.12181767 7.52371382 7.92560998
 8.32750613 8.72940228 9.13129843 9.53319458 9.93509073]","[0.         0.00590909 0.         0.04727273 0.         0.
 0.49363636 0.         0.36909091 0.         0.         0.06863636
 0.         0.01409091 0.         0.        ]",0.8724634720146716,0.1180280441503554,1
117,kbins-quantile,"[0.         5.53565141 5.69003974 5.83255153 5.9716928  6.10202094
 6.20748225 6.32433041 6.42504527 6.5283041  6.65561075 6.77020603
 6.92364262 7.08033951 7.31976257 7.64107615 9.93509073]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.36909091 0.         0.         0.08272727]",0.960325533460323,0.22300255826238213,1
118,decision-tree,"[ 0.          4.52494693  5.00469089  5.01881123  5.49996042  5.9990468
  6.20373368  6.50004077  6.758636    6.99731565  7.20229149  7.49491882
  7.76163316  8.00602984  8.71374226  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.         0.49363636
 0.         0.         0.         0.36909091 0.         0.
 0.06863636 0.         0.         0.01545455]",0.8739253627458698,0.15301662250880588,1
119,kmeans,"[ 0.          3.64653128  4.64712394  5.11353487  5.57579908  5.78061241
  5.98881441  6.19266775  6.41759356  6.64065549  6.85977214  7.10387821
  7.39627492  7.72488383  8.10140937  8.73855204 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.
 0.49363636 0.         0.         0.         0.36909091 0.
 0.         0.06863636 0.         0.01545455]",0.8739253627458698,0.1804457514136225,1
120,random-forest,"[ 0.          4.15054941  5.0061146   5.50233078  5.92970508  6.00041103
  6.20494854  6.47516251  6.5130952   6.790452    6.98652595  7.02908361
  7.20467943  7.36114669  7.52031106  7.75877035  7.98954034 10.        ]","[0.00590909 0.04727273 0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.36909091 0.
 0.         0.         0.         0.         0.08409091]",0.9418166747681047,0.16046533672016194,1
121,equal-width,"[ 0.          0.58823529  1.17647059  1.76470588  2.35294118  2.94117647
  3.52941176  4.11764706  4.70588235  5.29411765  5.88235294  6.47058824
  7.05882353  7.64705882  8.23529412  8.82352941  9.41176471 10.        ]","[0.         0.         0.         0.         0.         0.
 0.00590909 0.         0.04727273 0.         0.49363636 0.36909091
 0.         0.06863636 0.         0.01409091 0.00136364]",0.8340421763550399,0.10866127510276702,1
122,equal-width-data,"[ 0.     3.883  4.261  4.64   5.018  5.396  5.774  6.153  6.531  6.909
  7.287  7.666  8.044  8.422  8.8    9.179  9.557 10.   ]","[0.         0.00590909 0.         0.04727273 0.         0.
 0.49363636 0.         0.         0.36909091 0.         0.06863636
 0.         0.         0.01409091 0.         0.00136364]",0.8340421763550399,0.08603997496727478,1
123,equal-frequency,"[ 0.     5.518  5.676  5.81   5.938  6.072  6.162  6.275  6.38   6.47
  6.583  6.703  6.814  6.953  7.124  7.345  7.689 10.   ]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.         0.36909091 0.         0.         0.08409091]",0.932108687977765,0.19311410346705693,1
124,kbins,"[0.         3.88300751 4.26126272 4.63951792 5.01777312 5.39602832
 5.77428352 6.15253872 6.53079392 6.90904912 7.28730432 7.66555952
 8.04381473 8.42206993 8.80032513 9.17858033 9.55683553 9.93509073]","[0.         0.00590909 0.         0.04727273 0.         0.
 0.49363636 0.         0.         0.36909091 0.         0.06863636
 0.         0.         0.01409091 0.         0.        ]",0.8724634720146716,0.08677524548815418,1
125,kbins-quantile,"[0.         5.51787173 5.6755534  5.80953103 5.93801159 6.07174624
 6.16225636 6.2748913  6.37984779 6.47019374 6.58339768 6.70321203
 6.81446253 6.95335983 7.12392563 7.34489786 7.68919656 9.93509073]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.         0.36909091 0.         0.         0.08272727]",0.960325533460323,0.19392325110875552,1
126,decision-tree,"[ 0.          4.52494693  5.00469089  5.01881123  5.49996042  5.9990468
  6.20373368  6.50004077  6.758636    6.98576188  6.99731565  7.20229149
  7.49491882  7.76163316  8.00602984  8.71374226  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.         0.49363636
 0.         0.         0.         0.         0.36909091 0.
 0.         0.06863636 0.         0.         0.01545455]",0.8739253627458698,0.12385511946194938,1
127,kmeans,"[ 0.          3.64653128  4.64712394  5.10875714  5.56455102  5.76210605
  5.96151891  6.16193199  6.36704617  6.55119058  6.74811053  6.96302897
  7.20134579  7.45945192  7.75580942  8.11062263  8.76504812 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.
 0.49363636 0.         0.         0.         0.         0.36909091
 0.         0.         0.06863636 0.         0.01545455]",0.8739253627458698,0.15076594361147777,1
128,random-forest,"[ 0.          4.16777754  4.95136945  5.49649581  5.73009359  5.98575125
  6.07109489  6.37547133  6.4929343   6.74738016  6.94116744  7.00695872
  7.13061476  7.22644194  7.36329196  7.52185674  7.77540953  8.00356025
 10.        ]","[0.00590909 0.         0.04727273 0.         0.         0.49363636
 0.         0.         0.         0.         0.36909091 0.
 0.         0.         0.         0.         0.06863636 0.01545455]",0.8739253627458698,0.13134320283334777,1
129,equal-width,"[ 0.          0.55555556  1.11111111  1.66666667  2.22222222  2.77777778
  3.33333333  3.88888889  4.44444444  5.          5.55555556  6.11111111
  6.66666667  7.22222222  7.77777778  8.33333333  8.88888889  9.44444444
 10.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.00590909 0.         0.04727273 0.49363636 0.
 0.36909091 0.         0.06863636 0.         0.01409091 0.00136364]",0.8340421763550399,0.0850336092028785,1
130,equal-width-data,"[ 0.     3.862  4.219  4.576  4.934  5.291  5.648  6.005  6.363  6.72
  7.077  7.434  7.792  8.149  8.506  8.863  9.221  9.578 10.   ]","[0.         0.00590909 0.         0.         0.04727273 0.
 0.49363636 0.         0.         0.36909091 0.         0.
 0.06863636 0.         0.         0.01409091 0.         0.00136364]",0.8340421763550399,0.056208191400594965,1
131,equal-frequency,"[ 0.     5.51   5.662  5.788  5.905  6.031  6.135  6.23   6.34   6.425
  6.513  6.626  6.739  6.855  6.981  7.156  7.373  7.707 10.   ]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.36909091 0.         0.         0.08409091]",0.932108687977765,0.1654033223361543,1
132,kbins,"[0.         3.86199334 4.21923436 4.57647538 4.93371641 5.29095743
 5.64819845 6.00543948 6.3626805  6.71992152 7.07716255 7.43440357
 7.79164459 8.14888561 8.50612664 8.86336766 9.22060868 9.57784971
 9.93509073]","[0.         0.00590909 0.         0.         0.04727273 0.
 0.49363636 0.         0.         0.36909091 0.         0.
 0.06863636 0.         0.         0.01409091 0.         0.        ]",0.8724634720146716,0.05691405894065671,1
133,kbins-quantile,"[0.         5.50971302 5.66232643 5.78782767 5.90500529 6.03126162
 6.13502501 6.2297572  6.33961422 6.42504527 6.51314602 6.62551627
 6.73899395 6.85469294 6.98085339 7.15612406 7.37309484 7.70719523
 9.93509073]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.36909091 0.         0.         0.08272727]",0.960325533460323,0.16621041133118764,1
134,decision-tree,"[ 0.          4.52494693  5.00469089  5.01881123  5.49996042  5.9990468
  6.20373368  6.50004077  6.75075221  6.758636    6.98576188  6.99731565
  7.20229149  7.49491882  7.76163316  8.00602984  8.71374226  8.86913681
 10.        ]","[0.00590909 0.04727273 0.         0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.36909091
 0.         0.         0.06863636 0.         0.         0.01545455]",0.8739253627458698,0.0974730738644689,1
135,kmeans,"[ 0.          3.64653128  4.64712394  5.0988579   5.55454528  5.7494629
  5.94352868  6.13180346  6.29817566  6.45302668  6.62200099  6.78951431
  6.9783617   7.18962529  7.43475612  7.73922584  8.10140937  8.73855204
 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.
 0.49363636 0.         0.         0.         0.         0.
 0.36909091 0.         0.         0.06863636 0.         0.01545455]",0.8739253627458698,0.12644118843098484,1
136,random-forest,"[ 0.          4.16777754  4.99053097  5.49815226  5.86416531  5.9990468
  6.18695271  6.29389644  6.4853574   6.50551391  6.77925456  6.98459983
  7.04054832  7.18315315  7.29832387  7.47392249  7.59809613  7.80447984
  8.05179381 10.        ]","[0.00590909 0.         0.04727273 0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.36909091
 0.         0.         0.         0.         0.         0.06863636
 0.01545455]",0.8739253627458698,0.1027844208325972,1
137,equal-width,"[ 0.          0.52631579  1.05263158  1.57894737  2.10526316  2.63157895
  3.15789474  3.68421053  4.21052632  4.73684211  5.26315789  5.78947368
  6.31578947  6.84210526  7.36842105  7.89473684  8.42105263  8.94736842
  9.47368421 10.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.00590909 0.         0.04727273 0.         0.49363636
 0.         0.36909091 0.         0.06863636 0.         0.01409091
 0.00136364]",0.8340421763550399,0.062469914873164445,1
138,equal-width-data,"[ 0.     3.843  4.52   4.859  5.197  5.535  5.874  6.212  6.551  6.889
  7.228  7.566  7.904  8.243  8.581  8.92   9.258  9.597 10.   ]","[0.         0.00590909 0.         0.04727273 0.         0.
 0.49363636 0.         0.         0.36909091 0.         0.
 0.06863636 0.         0.         0.01409091 0.         0.00136364]",0.8340421763550399,0.04870855176712252,1
139,equal-frequency,"[ 0.     5.498  5.643  5.765  5.879  6.003  6.108  6.2    6.286  6.386
  6.463  6.563  6.665  6.766  6.89   7.009  7.176  7.4    7.729 10.   ]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.36909091 0.         0.         0.
 0.08409091]",0.932108687977765,0.13881402848363833,1
140,kbins,"[0.         3.84319118 4.18163004 4.52006891 4.85850777 5.19694663
 5.5353855  5.87382436 6.21226323 6.55070209 6.88914095 7.22757982
 7.56601868 7.90445755 8.24289641 8.58133527 8.91977414 9.258213
 9.59665187 9.93509073]","[0.         0.00590909 0.         0.         0.04727273 0.
 0.         0.49363636 0.         0.         0.36909091 0.
 0.         0.06863636 0.         0.         0.01409091 0.
 0.        ]",0.8724634720146716,0.028261476320480594,1
141,kbins-quantile,"[0.         5.49823715 5.64323806 5.76465687 5.87850469 6.00280021
 6.10847285 6.20019963 6.28627451 6.38617209 6.46336968 6.56336399
 6.6648924  6.76621664 6.89034711 7.00925354 7.1761507  7.40047167
 7.72935863 9.93509073]","[0.05318182 0.         0.         0.         0.49363636 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.36909091 0.         0.         0.
 0.08272727]",0.960325533460323,0.1395562571212624,1
142,decision-tree,"[ 0.          4.52494693  5.00469089  5.01881123  5.49996042  5.9990468
  6.20373368  6.50004077  6.75075221  6.758636    6.98576188  6.99731565
  7.20229149  7.49491882  7.73267221  7.76163316  8.00602984  8.71374226
  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.36909091
 0.         0.         0.         0.06863636 0.         0.
 0.01545455]",0.8739253627458698,0.06398534470085282,1
143,kmeans,"[ 0.          3.64653128  4.64712394  5.08880717  5.52231902  5.69052218
  5.86870809  6.05519705  6.21580786  6.3919256   6.55252109  6.72855924
  6.9162023   7.10801624  7.30827318  7.51656478  7.77440195  8.11062263
  8.77970159 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.
 0.49363636 0.         0.         0.         0.         0.
 0.36909091 0.         0.         0.         0.06863636 0.
 0.01545455]",0.8739253627458698,0.09780183420459654,1
144,random-forest,"[ 0.          4.16777754  4.97241454  5.49866107  5.74573148  5.98955536
  6.09496025  6.2464227   6.45182548  6.50423818  6.77343685  6.88061773
  6.99609905  7.09006788  7.18852836  7.23962938  7.42346057  7.54849337
  7.77871985  8.00341888 10.        ]","[0.00590909 0.         0.04727273 0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.
 0.36909091 0.         0.         0.         0.         0.
 0.06863636 0.01545455]",0.8739253627458698,0.07829578530964787,1
145,equal-width,"[ 0.   0.5  1.   1.5  2.   2.5  3.   3.5  4.   4.5  5.   5.5  6.   6.5
  7.   7.5  8.   8.5  9.   9.5 10. ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.00590909 0.         0.04727273 0.
 0.49363636 0.         0.36909091 0.         0.06863636 0.
 0.01409091 0.00136364]",0.8340421763550399,0.04082631571551276,1
146,equal-width-data,"[ 0.     3.826  4.148  4.469  4.791  5.112  5.434  5.755  6.077  6.398
  6.72   7.041  7.363  7.684  8.006  8.328  8.649  8.971  9.292  9.614
 10.   ]","[0.         0.00590909 0.         0.         0.04727273 0.
 0.         0.49363636 0.         0.         0.36909091 0.
 0.         0.06863636 0.         0.         0.         0.01409091
 0.         0.00136364]",0.8340421763550399,0.0,1
147,equal-frequency,"[ 0.     5.435  5.627  5.741  5.858  5.972  6.081  6.159  6.252  6.349
  6.425  6.502  6.604  6.706  6.804  6.924  7.043  7.208  7.425  7.748
 10.   ]","[0.05318182 0.         0.         0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.36909091 0.         0.
 0.         0.08409091]",0.932108687977765,0.11278122373553723,1
148,kbins,"[0.         3.82626923 4.14778616 4.46930308 4.79082    5.11233692
 5.43385384 5.75537076 6.07688768 6.3984046  6.71992152 7.04143844
 7.36295536 7.68447228 8.00598921 8.32750613 8.64902305 8.97053997
 9.29205689 9.61357381 9.93509073]","[0.         0.00590909 0.         0.         0.04727273 0.
 0.         0.49363636 0.         0.         0.36909091 0.
 0.         0.06863636 0.         0.         0.         0.01409091
 0.         0.        ]",0.8724634720146716,0.0006709766752791557,1
149,kbins-quantile,"[0.         5.43511175 5.62697728 5.7405228  5.85820936 5.9716928
 6.08144953 6.1588499  6.25152024 6.34908214 6.42504527 6.50246302
 6.60373034 6.70621167 6.80402822 6.92364262 7.04261179 7.20753732
 7.42538955 7.74841742 9.93509073]","[0.05318182 0.         0.         0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.36909091 0.         0.
 0.         0.08272727]",0.960325533460323,0.1135305716238233,1
150,decision-tree,"[ 0.          4.52494693  5.00469089  5.01881123  5.49996042  5.9990468
  6.20373368  6.50004077  6.75075221  6.758636    6.98576188  6.99731565
  7.20229149  7.49491882  7.59731102  7.73267221  7.76163316  8.00602984
  8.71374226  8.86913681 10.        ]","[0.00590909 0.04727273 0.         0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.36909091
 0.         0.         0.         0.         0.06863636 0.
 0.         0.01545455]",0.8739253627458698,0.03275889482408001,1
151,kmeans,"[ 0.          3.64653128  4.64712394  5.03825092  5.34698612  5.61303843
  5.81200769  5.98901883  6.15201348  6.31051125  6.45312316  6.60714107
  6.76136607  6.93516818  7.11415396  7.29436132  7.49045817  7.7595531
  8.10140937  8.73855204 10.        ]","[0.         0.00590909 0.04727273 0.         0.         0.
 0.         0.49363636 0.         0.         0.         0.
 0.         0.36909091 0.         0.         0.         0.06863636
 0.         0.01545455]",0.8739253627458698,0.07516246405330473,1
152,random-forest,"[ 0.          4.15797639  4.95931267  5.50049272  5.70817038  5.96409869
  6.00248533  6.19062693  6.36461651  6.48890405  6.64828022  6.77396536
  6.94211015  6.99738374  7.10092175  7.21137218  7.32214689  7.48226395
  7.59747015  7.80297558  8.02407466 10.        ]","[0.00590909 0.         0.04727273 0.         0.         0.49363636
 0.         0.         0.         0.         0.         0.
 0.         0.36909091 0.         0.         0.         0.
 0.         0.06863636 0.01545455]",0.8739253627458698,0.052716665038683,1
153,bayesian-blocks,"[0.         4.5118388  5.49814385 6.07830506 6.50283021 6.99335462
 7.50510729 7.99526424 8.95422194 9.93509073]","[0.00590909 0.04727273 0.49363636 0.         0.         0.36909091
 0.         0.06863636 0.01409091]",0.8724634720146716,0.4294327053339475,1
