ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
113,equal-width,"[  0.      9.375  18.75   28.125  37.5    46.875  56.25   65.625  75.
  84.375  93.75  103.125 112.5   121.875 131.25  140.625 150.   ]","[0.04909091 0.08772727 0.11772727 0.08590909 0.11045455 0.12681818
 0.14227273 0.10090909 0.06818182 0.01590909 0.00409091 0.
 0.00863636 0.02681818 0.03545455 0.02      ]",0.30262745048229855,0.10518510109161061,1
114,equal-width-data,"[  0.    13.75  22.5   31.25  40.    48.75  57.5   66.25  75.    83.75
  92.5  101.25 127.5  136.25 145.  ]","[0.07954545 0.10227273 0.10363636 0.08181818 0.10727273 0.12227273
 0.13181818 0.09227273 0.06772727 0.01590909 0.00454545 0.02545455
 0.02681818 0.03863636]",0.3171904936378246,0.21591447514889128,1
115,equal-frequency,"[  0.     11.     18.     23.     28.     36.     40.     45.     51.
  56.     59.     63.     68.     74.     79.    128.562 145.   ]","[0.05545455 0.06363636 0.06272727 0.06363636 0.06545455 0.05636364
 0.05818182 0.06727273 0.06409091 0.06181818 0.06727273 0.05681818
 0.06727273 0.05181818 0.07545455 0.06272727]",0.23319359638187753,0.29089797153886365,1
116,kbins,"[  0.    13.75  22.5   31.25  40.    48.75  57.5   66.25  75.    83.75
  92.5  101.25 110.   118.75 127.5  136.25 145.  ]","[0.07954545 0.10227273 0.10363636 0.08181818 0.10727273 0.12227273
 0.13181818 0.09227273 0.06772727 0.01590909 0.00454545 0.
 0.         0.02545455 0.02681818 0.03863636]",0.3171904936378246,0.12597057946452428,1
117,kbins-quantile,"[  0.      11.      18.      23.      28.      36.      40.      45.
  51.      56.      59.      63.      68.      74.      79.     128.5625
 145.    ]","[0.05545455 0.06363636 0.06272727 0.06363636 0.06545455 0.05636364
 0.05818182 0.06727273 0.06409091 0.06181818 0.06727273 0.05681818
 0.06727273 0.05181818 0.07545455 0.06272727]",0.23319359638187753,0.2908974555578513,1
118,decision-tree,"[  0.   14.5  26.5  30.5  34.5  38.5  40.5  43.5  45.5  54.5  60.5  69.5
  77.5  80.5 107.5 142.5 145. ]","[0.08818182 0.14590909 0.04681818 0.01409091 0.06136364 0.02772727
 0.03045455 0.02636364 0.09590909 0.12590909 0.10136364 0.08863636
 0.03181818 0.02454545 0.07727273 0.01363636]",0.25244066285422906,0.25304745778585724,1
119,kmeans,"[  0.           8.23125     16.76666667  23.37714286  28.95762712
  36.16556291  41.34868421  47.84        54.40625     59.22268908
  65.66451613  71.63380282  77.75838926  89.46666667 122.85714286
 132.3559322  145.        ]","[0.04136364 0.06636364 0.08818182 0.05863636 0.07181818 0.07045455
 0.06545455 0.07454545 0.10045455 0.08272727 0.06590909 0.06681818
 0.04727273 0.02136364 0.02681818 0.05181818]",0.12798830360543345,0.2262590422348737,1
120,random-forest,"[  0.       5.5     11.4375  18.375   25.3125  31.25    37.1875  43.125
  49.0625  55.      61.9375  67.875   74.8125  80.75   123.6875 131.75
 138.5625 145.    ]","[0.01       0.055      0.07181818 0.08727273 0.06136364 0.055
 0.07409091 0.06818182 0.05409091 0.13681818 0.06909091 0.07818182
 0.06363636 0.04090909 0.01909091 0.02454545 0.03090909]",0.16570201872553658,0.1667945491222076,1
121,equal-width,"[  0.           8.82352941  17.64705882  26.47058824  35.29411765
  44.11764706  52.94117647  61.76470588  70.58823529  79.41176471
  88.23529412  97.05882353 105.88235294 114.70588235 123.52941176
 132.35294118 141.17647059 150.        ]","[0.04136364 0.07772727 0.115      0.07681818 0.11454545 0.09090909
 0.15727273 0.10181818 0.1        0.02272727 0.01090909 0.
 0.         0.01636364 0.02272727 0.035      0.01681818]",0.3371504731593482,0.07708084170847296,1
122,equal-width-data,"[  0.     13.235  21.471  29.706  37.941  46.176  54.412  62.647  70.882
  79.118  87.353  95.588 120.294 128.529 136.765 145.   ]","[0.07954545 0.09272727 0.095      0.07318182 0.11045455 0.08590909
 0.14909091 0.08954545 0.1        0.02       0.01363636 0.00454545
 0.02363636 0.02409091 0.03863636]",0.34391584539609976,0.17522512278003688,1
123,equal-frequency,"[  0.  11.  17.  22.  27.  34.  38.  43.  48.  54.  57.  60.  64.  70.
  75.  80. 130. 145.]","[0.05545455 0.05227273 0.06454545 0.06181818 0.05772727 0.04863636
 0.06181818 0.06       0.06363636 0.05181818 0.05954545 0.05863636
 0.06818182 0.05681818 0.05454545 0.06454545 0.06      ]",0.18379779259479379,0.2738967716248274,1
124,kbins,"[  0.          13.23529412  21.47058824  29.70588235  37.94117647
  46.17647059  54.41176471  62.64705882  70.88235294  79.11764706
  87.35294118  95.58823529 103.82352941 112.05882353 120.29411765
 128.52941176 136.76470588 145.        ]","[0.07954545 0.09272727 0.095      0.07318182 0.11045455 0.08590909
 0.14909091 0.08954545 0.1        0.02       0.01363636 0.
 0.         0.00454545 0.02363636 0.02409091 0.03863636]",0.34391584539609976,0.09828881782398202,1
125,kbins-quantile,"[  0.  11.  17.  22.  27.  34.  38.  43.  48.  54.  57.  60.  64.  70.
  75.  80. 130. 145.]","[0.05545455 0.05227273 0.06454545 0.06181818 0.05772727 0.04863636
 0.06181818 0.06       0.06363636 0.05181818 0.05954545 0.05863636
 0.06818182 0.05681818 0.05454545 0.06454545 0.06      ]",0.18379779259479379,0.2738967716248274,1
126,decision-tree,"[  0.   14.5  24.5  26.5  30.5  34.5  38.5  40.5  43.5  45.5  54.5  60.5
  69.5  77.5  80.5 107.5 142.5 145. ]","[0.08818182 0.11909091 0.02681818 0.04681818 0.01409091 0.06136364
 0.02772727 0.03045455 0.02636364 0.09590909 0.12590909 0.10136364
 0.08863636 0.03181818 0.02454545 0.07727273 0.01363636]",0.21934475352461202,0.24140218098529054,1
127,kmeans,"[  0.           6.87037037  12.62616822  18.66463415  24.05882353
  28.95762712  36.16556291  41.34868421  47.84        55.532
  61.0257732   67.41059603  73.4137931   78.8         89.59090909
 123.35483871 133.33333333 145.        ]","[0.02090909 0.05181818 0.06409091 0.07045455 0.04727273 0.07181818
 0.07045455 0.06545455 0.09454545 0.11681818 0.06909091 0.06727273
 0.05181818 0.03818182 0.02545455 0.02545455 0.04909091]",0.12236975450223653,0.2061631522662929,1
128,random-forest,"[  0.           5.5         11.02941176  16.55882353  22.08823529
  27.61764706  34.14705882  39.67647059  45.20588235  50.73529412
  56.26470588  61.79411765  67.32352941  73.85294118  79.38235294
 122.91176471 131.44117647 136.97058824 145.        ]","[0.01       0.055      0.04272727 0.07409091 0.06363636 0.04954545
 0.07227273 0.07363636 0.05181818 0.085      0.09590909 0.06909091
 0.06727273 0.06545455 0.04590909 0.02318182 0.01681818 0.03863636]",0.14040953200766326,0.15965039606142106,1
129,equal-width,"[  0.           8.33333333  16.66666667  25.          33.33333333
  41.66666667  50.          58.33333333  66.66666667  75.
  83.33333333  91.66666667 100.         108.33333333 116.66666667
 125.         133.33333333 141.66666667 150.        ]","[0.04136364 0.06636364 0.09954545 0.08454545 0.105      0.08590909
 0.13590909 0.11       0.09227273 0.06772727 0.01409091 0.00636364
 0.         0.         0.02136364 0.02045455 0.03227273 0.01681818]",0.26613478587155115,0.05029852968280757,1
130,equal-width-data,"[  0.     12.778  20.556  28.333  36.111  43.889  51.667  59.444  67.222
  75.     82.778  90.556  98.333 121.667 129.444 137.222 145.   ]","[0.07272727 0.08181818 0.1        0.07181818 0.08818182 0.09045455
 0.13227273 0.10545455 0.07818182 0.06681818 0.01318182 0.00818182
 0.00863636 0.02227273 0.02454545 0.03545455]",0.2758866339899041,0.1494413332682616,1
131,equal-frequency,"[  0.     11.     17.     21.     25.     30.     37.     41.     46.
  51.     55.     58.     61.     66.     71.     76.     83.667 131.
 145.   ]","[0.05545455 0.05227273 0.04681818 0.05272727 0.06       0.05909091
 0.05772727 0.05681818 0.05181818 0.04409091 0.06       0.06590909
 0.05727273 0.05545455 0.05636364 0.05681818 0.05409091 0.05727273]",0.14778609284031652,0.25392651927408916,1
132,kbins,"[  0.          12.77777778  20.55555556  28.33333333  36.11111111
  43.88888889  51.66666667  59.44444444  67.22222222  75.
  82.77777778  90.55555556  98.33333333 106.11111111 113.88888889
 121.66666667 129.44444444 137.22222222 145.        ]","[0.07272727 0.08181818 0.1        0.07181818 0.08818182 0.09045455
 0.13227273 0.10545455 0.07818182 0.06681818 0.01318182 0.00818182
 0.         0.         0.00863636 0.02227273 0.02454545 0.03545455]",0.2758866339899041,0.0719012016628755,1
133,kbins-quantile,"[  0.          11.          17.          21.          25.
  30.          37.          41.          46.          51.
  55.          58.          61.          66.          71.
  76.          83.66666667 131.         145.        ]","[0.05545455 0.05227273 0.04681818 0.05272727 0.06       0.05909091
 0.05772727 0.05681818 0.05181818 0.04409091 0.06       0.06590909
 0.05727273 0.05545455 0.05636364 0.05681818 0.05409091 0.05727273]",0.14778609284031652,0.25392673204373617,1
134,decision-tree,"[  0.   14.5  24.5  25.5  26.5  30.5  34.5  38.5  40.5  43.5  45.5  54.5
  60.5  69.5  77.5  80.5 107.5 142.5 145. ]","[0.08818182 0.11909091 0.01681818 0.01       0.04681818 0.01409091
 0.06136364 0.02772727 0.03045455 0.02636364 0.09590909 0.12590909
 0.10136364 0.08863636 0.03181818 0.02454545 0.07727273 0.01363636]",0.20976583486573908,0.2316719469171793,1
135,kmeans,"[  0.           6.87037037  12.04651163  17.51369863  23.37714286
  28.95762712  35.61206897  39.46774194  44.22689076  48.99159664
  54.94554455  60.03211009  66.43333333  72.47651007  78.288
  89.46666667 123.85294118 134.46875    145.        ]","[0.02090909 0.05181818 0.04636364 0.07681818 0.05863636 0.05636364
 0.05636364 0.05818182 0.04909091 0.06227273 0.12590909 0.06590909
 0.07045455 0.06272727 0.03818182 0.02545455 0.02818182 0.04636364]",0.07475552436212607,0.1991922201914751,1
136,random-forest,"[  0.           5.5         11.16666667  18.16666667  23.5
  28.83333333  34.33333333  39.5         44.83333333  50.16666667
  55.5         60.83333333  66.16666667  71.5         77.83333333
 116.16666667 127.         131.83333333 138.83333333 145.        ]","[0.01       0.055      0.07181818 0.05909091 0.05863636 0.04045455
 0.07227273 0.05818182 0.06727273 0.06409091 0.10590909 0.06590909
 0.05727273 0.06681818 0.05636364 0.02409091 0.01136364 0.02454545
 0.03090909]",0.13830679769296172,0.11512598869107027,1
137,equal-width,"[  0.           7.89473684  15.78947368  23.68421053  31.57894737
  39.47368421  47.36842105  55.26315789  63.15789474  71.05263158
  78.94736842  86.84210526  94.73684211 102.63157895 110.52631579
 118.42105263 126.31578947 134.21052632 142.10526316 150.        ]","[0.03227273 0.06545455 0.09818182 0.08954545 0.08181818 0.095
 0.09454545 0.13909091 0.09       0.07590909 0.03181818 0.01363636
 0.00181818 0.         0.         0.02409091 0.02045455 0.03272727
 0.01363636]",0.19785324499165802,0.02465373192958742,1
138,equal-width-data,"[  0.     12.368  19.737  27.105  34.474  41.842  49.211  56.579  63.947
  71.316  78.684  86.053  93.421 100.789 122.895 130.263 137.632 145.   ]","[0.07272727 0.07181818 0.10090909 0.04954545 0.10181818 0.08590909
 0.095      0.11818182 0.09       0.07590909 0.03181818 0.01136364
 0.00409091 0.01227273 0.02136364 0.02181818 0.03545455]",0.21105490410219385,0.12457585750065003,1
139,equal-frequency,"[  0.  10.  16.  21.  25.  29.  36.  40.  44.  48.  54.  57.  59.  62.
  67.  72.  77.  87. 132. 145.]","[0.04909091 0.04863636 0.05681818 0.05272727 0.04727273 0.05636364
 0.05636364 0.04727273 0.04772727 0.06363636 0.05181818 0.04090909
 0.055      0.055      0.05727273 0.05545455 0.05227273 0.05090909
 0.05545455]",0.10981142600662597,0.2376374044174483,1
140,kbins,"[  0.          12.36842105  19.73684211  27.10526316  34.47368421
  41.84210526  49.21052632  56.57894737  63.94736842  71.31578947
  78.68421053  86.05263158  93.42105263 100.78947368 108.15789474
 115.52631579 122.89473684 130.26315789 137.63157895 145.        ]","[0.07272727 0.07181818 0.10090909 0.04954545 0.10181818 0.08590909
 0.095      0.11818182 0.09       0.07590909 0.03181818 0.01136364
 0.00409091 0.         0.         0.01227273 0.02136364 0.02181818
 0.03545455]",0.21105490410219385,0.046628103714853486,1
141,kbins-quantile,"[  0.  10.  16.  21.  25.  29.  36.  40.  44.  48.  54.  57.  59.  62.
  67.  72.  77.  87. 132. 145.]","[0.04909091 0.04863636 0.05681818 0.05272727 0.04727273 0.05636364
 0.05636364 0.04727273 0.04772727 0.06363636 0.05181818 0.04090909
 0.055      0.055      0.05727273 0.05545455 0.05227273 0.05090909
 0.05545455]",0.10981142600662597,0.2376374044174483,1
142,decision-tree,"[  0.   14.5  24.5  25.5  26.5  30.5  34.5  38.5  40.5  43.5  45.5  54.5
  59.5  60.5  69.5  77.5  80.5 107.5 142.5 145. ]","[0.08818182 0.11909091 0.01681818 0.01       0.04681818 0.01409091
 0.06136364 0.02772727 0.03045455 0.02636364 0.09590909 0.10045455
 0.02545455 0.10136364 0.08863636 0.03181818 0.02454545 0.07727273
 0.01363636]",0.18793750404603204,0.21866855102622373,1
143,kmeans,"[  0.           7.2295082   13.02150538  18.66463415  24.51552795
  29.79411765  36.74698795  41.7890625   46.78571429  51.47368421
  55.67948718  59.69897959  65.66451613  71.63380282  77.75838926
  89.46666667 122.19148936 129.71111111 137.4375     145.        ]","[0.03227273 0.04727273 0.05727273 0.07045455 0.06       0.05909091
 0.07045455 0.05409091 0.05409091 0.05181818 0.08045455 0.08272727
 0.06590909 0.06681818 0.04727273 0.02136364 0.01863636 0.02454545
 0.03545455]",0.02482152480541655,0.1401588352463824,1
144,random-forest,"[  0.           5.5         11.60526316  17.60526316  22.65789474
  27.71052632  32.76315789  37.81578947  42.86842105  47.92105263
  52.97368421  58.02631579  63.07894737  68.13157895  73.18421053
  78.23684211 117.76315789 125.34210526 132.39473684 137.44736842
 145.        ]","[0.01       0.055      0.05409091 0.06272727 0.06363636 0.04227273
 0.05272727 0.06181818 0.06       0.05409091 0.10227273 0.07727273
 0.06045455 0.05363636 0.05181818 0.04727273 0.02136364 0.01772727
 0.01636364 0.03545455]",0.0879479815694082,0.1041762353618858,1
145,equal-width,"[  0.    7.5  15.   22.5  30.   37.5  45.   52.5  60.   67.5  75.   82.5
  90.   97.5 105.  112.5 120.  127.5 135.  142.5 150. ]","[0.03227273 0.05590909 0.09363636 0.08545455 0.07318182 0.085
 0.09090909 0.12090909 0.10545455 0.07818182 0.06681818 0.01227273
 0.00909091 0.         0.         0.         0.02545455 0.01909091
 0.03272727 0.01363636]",0.237219220906698,0.0,1
146,equal-width-data,"[  0.  12.  19.  26.  33.  40.  47.  54.  61.  68.  75.  82.  89.  96.
 124. 131. 138. 145.]","[0.065      0.07181818 0.08727273 0.06363636 0.07954545 0.08363636
 0.075      0.13681818 0.08       0.07818182 0.06590909 0.01136364
 0.01090909 0.01636364 0.01727273 0.02181818 0.03545455]",0.22872952457546447,0.13474268329038075,1
147,equal-frequency,"[  0.   10.   16.   20.   24.   28.   35.   38.   42.   46.   51.   55.
  58.   60.   64.   68.   73.   77.   89.1 133.  145. ]","[0.04909091 0.04863636 0.04681818 0.05136364 0.04954545 0.04954545
 0.04545455 0.05636364 0.04409091 0.05181818 0.04409091 0.06
 0.04045455 0.05863636 0.04681818 0.05636364 0.04227273 0.05863636
 0.04818182 0.05181818]",0.07812917264319008,0.22300669806705153,1
148,kbins,"[  0.  12.  19.  26.  33.  40.  47.  54.  61.  68.  75.  82.  89.  96.
 103. 110. 117. 124. 131. 138. 145.]","[0.065      0.07181818 0.08727273 0.06363636 0.07954545 0.08363636
 0.075      0.13681818 0.08       0.07818182 0.06590909 0.01136364
 0.01090909 0.         0.         0.         0.01636364 0.01727273
 0.02181818 0.03545455]",0.22872952457546447,0.022326795368134977,1
149,kbins-quantile,"[  0.   10.   16.   20.   24.   28.   35.   38.   42.   46.   51.   55.
  58.   60.   64.   68.   73.   77.   89.1 133.  145. ]","[0.04909091 0.04863636 0.04681818 0.05136364 0.04954545 0.04954545
 0.04545455 0.05636364 0.04409091 0.05181818 0.04409091 0.06
 0.04045455 0.05863636 0.04681818 0.05636364 0.04227273 0.05863636
 0.04818182 0.05181818]",0.07812917264319008,0.22300669806705142,1
150,decision-tree,"[  0.   14.5  24.5  25.5  26.5  30.5  34.5  38.5  40.5  43.5  45.5  52.5
  54.5  59.5  60.5  69.5  77.5  80.5 107.5 142.5 145. ]","[0.08818182 0.11909091 0.01681818 0.01       0.04681818 0.01409091
 0.06136364 0.02772727 0.03045455 0.02636364 0.07545455 0.02045455
 0.10045455 0.02545455 0.10136364 0.08863636 0.03181818 0.02454545
 0.07727273 0.01363636]",0.14977322100982904,0.20869272701143693,1
151,kmeans,"[  0.           6.87037037  12.04651163  17.07258065  21.98550725
  27.43209877  34.54        39.19161677  45.47169811  51.07964602
  55.67948718  59.33136095  63.53921569  67.98360656  73.4137931
  78.8         89.59090909 122.19148936 129.20512821 136.44827586
 145.        ]","[0.02090909 0.05181818 0.04636364 0.05318182 0.07318182 0.04954545
 0.07227273 0.07363636 0.06409091 0.05181818 0.08045455 0.05863636
 0.04681818 0.06727273 0.05181818 0.03818182 0.02136364 0.01863636
 0.02136364 0.03863636]",0.0,0.12417746700683607,1
152,random-forest,"[  0.    5.5  10.4  15.3  20.2  25.1  30.   34.9  39.8  44.7  49.6  54.5
  59.4  65.3  70.2  75.1  80.  121.9 127.8 134.7 139.6 145. ]","[0.01       0.04545455 0.04227273 0.05681818 0.06954545 0.04318182
 0.02772727 0.07227273 0.05818182 0.05727273 0.05409091 0.10045455
 0.08272727 0.05545455 0.05636364 0.04363636 0.04227273 0.01681818
 0.01909091 0.02090909 0.02545455]",0.0011130020064341606,0.08216982091573655,1
153,bayesian-blocks,[  0.    5.5  16.5  30.5  34.5  41.5  54.5  60.5  80.5  94.5 120.5 145. ],"[0.01       0.09772727 0.17318182 0.01409091 0.10181818 0.14
 0.12590909 0.22181818 0.02272727 0.00636364 0.08636364]",0.37604660511679777,0.3551274948893067,1
